Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
1627,CME_MINI:MNQ1!,5,"1,023.00",292,731,36.71,34.88,38.89,1.33,1.16,1.56,335,"191,850.00",79,43,36,0,0,0,12.95,6.79,20.31,141.66,138.1,145.46,61.7,63.55,59.34,160.5,160,160.5,124,124,82,55,40,Close,100,80,320,,,,,,,,,,,
1628,CME_MINI:MNQ1!,5,896,292,604,35.9,34.88,37.14,1.29,1.16,1.46,335,"191,850.00",78,43,35,0,0,0,11.49,6.79,17.26,142.18,138.1,146.88,61.7,63.55,59.34,160.5,160,160.5,124,124,82,60,40,Close,100,80,320,,,,,,,,,,,
23,CME_MINI:MNQ1!,5,-750,290,"-1,040.00",20.47,25.76,14.75,0.83,1.14,0.55,"1,211.00","191,850.00",127,66,61,0,0,0,-5.91,4.39,-17.05,140.38,140.59,140,44,42.86,45.1,160,160,160,60,60,60,10,40,Touch,80,80,260,,,,,,,,,,,
133,CME_MINI:MNQ1!,5,-840,290,"-1,130.00",20,25.76,13.56,0.81,1.14,0.5,"1,341.00","191,850.00",125,66,59,0,0,0,-6.72,4.39,-19.15,140.8,140.59,141.25,44.04,42.86,45.2,160,160,160,60,60,60,10,40,Touch,90,80,260,,,,,,,,,,,
243,CME_MINI:MNQ1!,5,-970,290,"-1,260.00",19.35,25.76,12.07,0.78,1.14,0.44,"1,471.00","191,850.00",124,66,58,0,0,0,-7.82,4.39,-21.72,141.25,140.59,142.86,44.04,42.86,45.2,160,160,160,60,60,60,10,40,Touch,100,80,260,,,,,,,,,,,
338,CME_MINI:MNQ1!,5,20,290,-270,24.04,27.66,21.05,1.01,1.18,0.87,689,"191,850.00",104,47,57,0,0,0,0.19,6.17,-4.74,145.6,143.85,147.5,46.41,46.47,46.36,160,160,160,60,60,60,45,10,Touch,110,80,260,,,,,,,,,,,
339,CME_MINI:MNQ1!,5,130,290,-160,24.76,27.66,22.41,1.04,1.18,0.92,577.5,"191,850.00",105,47,58,0,0,0,1.24,6.17,-2.76,145,143.85,146.15,46.67,46.47,46.82,160,160,160,60,60,60,50,10,Touch,110,80,260,,,,,,,,,,,
450,CME_MINI:MNQ1!,5,0,290,-290,29.46,32.69,26.67,1,1.14,0.89,780,"191,850.00",112,52,60,0,0,0,0,5.58,-4.83,141.82,140.59,143.13,60,60,60,160,160,160,60,60,60,55,10,Touch,80,120,260,,,,,,,,,,,
470,CME_MINI:MNQ1!,5,380,290,90,31.18,32.08,30,1.1,1.13,1.06,699.5,"191,850.00",93,53,40,0,0,0,4.09,5.47,2.25,143.45,144.12,142.5,60,60,60,160,160,160,60,60,60,45,40,Touch,80,120,260,,,,,,,,,,,
599,CME_MINI:MNQ1!,5,320,290,30,30.26,31.82,28.13,1.1,1.16,1.02,610,"191,850.00",76,44,32,0,0,0,4.21,6.59,0.94,149.57,149.29,150,60,60,60,160,160,160,60,60,60,30,70,Touch,90,120,260,,,,,,,,,,,
600,CME_MINI:MNQ1!,5,500,290,210,31.51,31.82,31.03,1.17,1.16,1.18,599.5,"191,850.00",73,44,29,0,0,0,6.85,6.59,7.24,149.57,149.29,150,60,60,60,160,160,160,60,60,60,35,70,Touch,90,120,260,,,,,,,,,,,
912,CME_MINI:MNQ1!,5,380,290,90,34.48,36,32.43,1.1,1.13,1.06,669.5,"191,850.00",87,50,37,0,0,0,4.37,5.8,2.43,144,145,142.5,70.36,72.5,67.5,160,160,160,80,80,80,55,40,Touch,80,160,260,,,,,,,,,,,
1022,CME_MINI:MNQ1!,5,460,290,170,34.88,36,33.33,1.12,1.13,1.11,669.5,"191,850.00",86,50,36,0,0,0,5.35,5.8,4.72,144,145,142.5,70.18,72.5,66.96,160,160,160,80,80,80,55,40,Touch,90,160,260,,,,,,,,,,,
1027,CME_MINI:MNQ1!,5,160,290,-130,34.04,36.73,31.11,1.04,1.13,0.94,"1,084.00","191,850.00",94,49,45,0,0,0,1.7,5.92,-2.89,141.25,141.67,140.71,71.48,72.9,70,160,160,160,80,80,80,25,55,Touch,90,160,260,,,,,,,,,,,
1132,CME_MINI:MNQ1!,5,460,290,170,34.88,36,33.33,1.12,1.13,1.11,669.5,"191,850.00",86,50,36,0,0,0,5.35,5.8,4.72,144,145,142.5,70.18,72.5,66.96,160,160,160,80,80,80,55,40,Touch,100,160,260,,,,,,,,,,,
1220,CME_MINI:MNQ1!,5,-160,290,-450,32.67,36.96,29.09,0.97,1.14,0.84,957.5,"191,850.00",101,46,55,0,0,0,-1.58,6.3,-8.18,141.82,140.59,143.13,72.24,72.41,72.11,160,160,160,80,80,80,55,10,Touch,110,160,260,,,,,,,,,,,
1935,CME_MINI:MNQ1!,5,974,287.5,686.5,39.56,39.53,39.58,1.25,1.15,1.36,498.5,"191,850.00",91,43,48,0,0,0,10.7,6.69,14.3,133.21,129.44,136.58,70.77,73.58,68.16,160.5,160,160.5,113.5,113.5,107.5,55,10,Close,90,120,320,,,,,,,,,,,
2045,CME_MINI:MNQ1!,5,984.5,287.5,697,39.33,39.53,39.13,1.27,1.15,1.39,548,"191,850.00",89,43,46,0,0,0,11.06,6.69,15.15,134.24,129.44,138.78,70.08,73.58,66.7,160.5,160,160.5,113.5,113.5,104.5,55,10,Close,100,120,320,,,,,,,,,,,
1523,CME_MINI:MNQ1!,5,806.5,286.5,520,34.57,32.56,36.84,1.25,1.16,1.36,419,"191,850.00",81,43,38,0,0,0,9.96,6.66,13.68,143.89,148.54,139.25,60.8,61.83,59.56,160,160,160,109.5,109.5,93.5,30,55,Close,90,80,320,,,,,,,,,,,
1633,CME_MINI:MNQ1!,5,806.5,286.5,520,34.57,32.56,36.84,1.25,1.16,1.36,419,"191,850.00",81,43,38,0,0,0,9.96,6.66,13.68,143.89,148.54,139.25,60.8,61.83,59.56,160,160,160,109.5,109.5,93.5,30,55,Close,100,80,320,,,,,,,,,,,
1415,CME_MINI:MNQ1!,5,"1,197.00",286,911,37.66,33.33,42.11,1.41,1.18,1.68,367,"191,850.00",77,39,38,0,0,0,15.55,7.33,23.97,143.17,146.58,140.41,61.56,62.29,60.7,160,160,160,109.5,109.5,93.5,40,55,Close,80,80,320,,,,,,,,,,,
350,CME_MINI:MNQ1!,5,350,280,70,26.8,27.45,26.09,1.1,1.16,1.04,740,"191,850.00",97,51,46,0,0,0,3.61,5.49,1.52,142.69,142.86,142.5,48,46.49,49.7,160,160,160,60,60,60,50,25,Touch,110,80,260,,,,,,,,,,,
581,CME_MINI:MNQ1!,5,490,280,210,31.82,32,31.58,1.14,1.14,1.14,699.5,"191,850.00",88,50,38,0,0,0,5.57,5.6,5.53,143.93,145,142.5,60,60,60,160,160,160,60,60,60,50,40,Touch,90,120,260,,,,,,,,,,,
691,CME_MINI:MNQ1!,5,490,280,210,31.82,32,31.58,1.14,1.14,1.14,699.5,"191,850.00",88,50,38,0,0,0,5.57,5.6,5.53,143.93,145,142.5,60,60,60,160,160,160,60,60,60,50,40,Touch,100,120,260,,,,,,,,,,,
819,CME_MINI:MNQ1!,5,310,280,30,30.14,31.71,28.13,1.1,1.17,1.02,550,"191,850.00",73,41,32,0,0,0,4.25,6.83,0.94,150.45,150.77,150,60,60,60,160,160,160,60,60,60,30,70,Touch,110,120,260,,,,,,,,,,,
1010,CME_MINI:MNQ1!,5,510,280,230,36,37.04,34.78,1.11,1.11,1.12,"1,050.00","191,850.00",100,54,46,0,0,0,5.1,5.19,5,139.17,139,139.38,71.43,73.53,68.97,160,160,160,80,80,80,50,25,Touch,90,160,260,,,,,,,,,,,
1024,CME_MINI:MNQ1!,5,-230,280,-510,33.63,37.74,30,0.96,1.11,0.83,"1,055.50","191,850.00",113,53,60,0,0,0,-2.04,5.28,-8.5,138.68,139,138.33,74.32,75.76,73.17,160,160,160,80,80,80,10,55,Touch,90,160,260,,,,,,,,,,,
1134,CME_MINI:MNQ1!,5,-360,280,-640,33.04,37.74,28.81,0.93,1.11,0.79,"1,055.50","191,850.00",112,53,59,0,0,0,-3.21,5.28,-10.85,138.92,139,138.82,74.32,75.76,73.17,160,160,160,80,80,80,10,55,Touch,100,160,260,,,,,,,,,,,
1808,CME_MINI:MNQ1!,5,540,280,260,30,30.23,29.73,1.16,1.16,1.17,724,"191,850.00",80,43,37,0,0,0,6.75,6.51,7.03,160,160,160,60,60,60,160,160,160,60,60,60,25,70,Touch,80,120,320,,,,,,,,,,,
1890,CME_MINI:MNQ1!,5,440,280,160,29,29.63,28.26,1.1,1.12,1.08,"1,020.00","191,850.00",100,54,46,0,0,0,4.4,5.19,3.48,160,160,160,60,60,60,160,160,160,60,60,60,50,25,Touch,90,120,320,,,,,,,,,,,
1891,CME_MINI:MNQ1!,5,340,280,60,28.57,29.63,27.27,1.08,1.12,1.03,"1,020.00","191,850.00",98,54,44,0,0,0,3.47,5.19,1.36,160,160,160,60,60,60,160,160,160,60,60,60,55,25,Touch,90,120,320,,,,,,,,,,,
1917,CME_MINI:MNQ1!,5,420,280,140,29.27,30.23,28.21,1.12,1.16,1.09,584,"191,850.00",82,43,39,0,0,0,5.12,6.51,3.59,160,160,160,60,60,60,160,160,160,60,60,60,20,70,Touch,90,120,320,,,,,,,,,,,
166,CME_MINI:MNQ1!,5,948,277.5,670.5,37.86,36,39.62,1.25,1.14,1.37,608.5,"191,850.00",103,50,53,0,0,0,9.2,5.55,12.65,120.92,125.19,117.26,60.77,61.75,59.73,160,160,160,130,93.5,130,10,10,Close,90,80,260,,,,,,,,,,,
276,CME_MINI:MNQ1!,5,990.5,277.5,713,37.62,36,39.22,1.27,1.14,1.42,509.5,"191,850.00",101,50,51,0,0,0,9.81,5.55,13.98,122.62,125.19,120.3,60.15,61.75,58.38,160,160,160,130,93.5,130,10,10,Close,100,80,260,,,,,,,,,,,
213,CME_MINI:MNQ1!,5,709,276.5,432.5,35.71,35.14,36.36,1.26,1.18,1.36,444,"191,850.00",70,37,33,0,0,0,10.13,7.47,13.11,136.46,136.42,136.5,60.06,62.38,57.4,160,160,160,109.5,109.5,61,25,70,Close,90,80,260,,,,,,,,,,,
323,CME_MINI:MNQ1!,5,709,276.5,432.5,35.71,35.14,36.36,1.26,1.18,1.36,444,"191,850.00",70,37,33,0,0,0,10.13,7.47,13.11,136.46,136.42,136.5,60.06,62.38,57.4,160,160,160,109.5,109.5,61,25,70,Close,100,80,260,,,,,,,,,,,
535,CME_MINI:MNQ1!,5,827,276,551,40.26,38.46,42.11,1.26,1.16,1.38,427,"191,850.00",77,39,38,0,0,0,10.74,7.08,14.5,129.4,133.67,125.41,69.23,72.04,66.16,160,160,160,129.5,129.5,113.5,40,55,Close,80,120,260,,,,,,,,,,,
1493,CME_MINI:MNQ1!,5,787,271.5,515.5,35.48,36.36,34.69,1.22,1.15,1.28,492.5,"191,850.00",93,44,49,0,0,0,8.46,6.17,10.52,134.33,128.56,139.76,61.8,63.77,60.02,160.5,160,160.5,93.5,93.5,87.5,45,10,Close,90,80,320,,,,,,,,,,,
1494,CME_MINI:MNQ1!,5,953,271.5,681.5,36.56,36.36,36.73,1.27,1.15,1.38,438.5,"191,850.00",93,44,49,0,0,0,10.25,6.17,13.91,133.16,128.56,137.25,61.63,63.77,59.63,160.5,160,160.5,93.5,93.5,87.5,50,10,Close,90,80,320,,,,,,,,,,,
1603,CME_MINI:MNQ1!,5,874.5,271.5,603,35.87,36.36,35.42,1.25,1.15,1.34,492.5,"191,850.00",92,44,48,0,0,0,9.51,6.17,12.56,134.33,128.56,139.76,61.35,63.77,59.1,160.5,160,160.5,93.5,93.5,84.5,45,10,Close,100,80,320,,,,,,,,,,,
1604,CME_MINI:MNQ1!,5,"1,040.50",271.5,769,36.96,36.36,37.5,1.3,1.15,1.45,421,"191,850.00",92,44,48,0,0,0,11.31,6.17,16.02,133.16,128.56,137.25,61.18,63.77,58.67,160.5,160,160.5,93.5,93.5,84.5,50,10,Close,100,80,320,,,,,,,,,,,
7,CME_MINI:MNQ1!,5,400,270,130,25.83,26.79,25,1.1,1.15,1.06,600,"191,850.00",120,56,64,0,0,0,3.33,4.82,2.03,142.58,142,143.13,45.68,45.37,45.96,160,160,160,60,60,60,40,10,Touch,80,80,260,,,,,,,,,,,
493,CME_MINI:MNQ1!,5,570,270,300,31.82,31.58,32.14,1.22,1.17,1.28,479.5,"191,850.00",66,38,28,0,0,0,8.64,7.11,10.71,152.86,152.5,153.33,60,60,60,160,160,160,60,60,60,50,70,Touch,80,120,260,,,,,,,,,,,
433,CME_MINI:MNQ1!,5,701.5,269,432.5,35.29,34.29,36.36,1.27,1.19,1.36,444,"191,850.00",68,35,33,0,0,0,10.32,7.69,13.11,138.9,141.29,136.5,59.82,62.02,57.4,160,160,160,109.5,109.5,61,25,70,Close,110,80,260,,,,,,,,,,,
982,CME_MINI:MNQ1!,5,694,264,430,39.73,41.03,38.24,1.22,1.14,1.33,479.5,"191,850.00",73,39,34,0,0,0,9.51,6.77,12.65,133.38,132.28,134.73,73.81,80.54,66.08,160,160,160,149.5,149.5,101,20,70,Close,80,160,260,,,,,,,,,,,
1092,CME_MINI:MNQ1!,5,694,264,430,39.73,41.03,38.24,1.22,1.14,1.33,479.5,"191,850.00",73,39,34,0,0,0,9.51,6.77,12.65,133.38,132.28,134.73,73.81,80.54,66.08,160,160,160,149.5,149.5,101,20,70,Close,90,160,260,,,,,,,,,,,
1202,CME_MINI:MNQ1!,5,694,264,430,39.73,41.03,38.24,1.22,1.14,1.33,479.5,"191,850.00",73,39,34,0,0,0,9.51,6.77,12.65,133.38,132.28,134.73,73.81,80.54,66.08,160,160,160,149.5,149.5,101,20,70,Close,100,160,260,,,,,,,,,,,
10,CME_MINI:MNQ1!,5,190,260,-70,25,26.92,23.33,1.05,1.15,0.97,600,"191,850.00",112,52,60,0,0,0,1.7,5,-1.17,143.93,142.86,145,46.27,45.79,46.67,160,160,160,60,60,60,55,10,Touch,80,80,260,,,,,,,,,,,
486,CME_MINI:MNQ1!,5,50,260,-210,29.21,31.82,26.67,1.01,1.14,0.89,860,"191,850.00",89,44,45,0,0,0,0.56,5.91,-4.67,145,147.14,142.5,60,60,60,160,160,160,60,60,60,15,70,Touch,80,120,260,,,,,,,,,,,
1012,CME_MINI:MNQ1!,5,260,260,0,34.41,36.54,31.71,1.06,1.11,1,890,"191,850.00",93,52,41,0,0,0,2.8,5,0,141.25,141.05,141.54,71,73.33,68.15,160,160,160,80,80,80,60,25,Touch,90,160,260,,,,,,,,,,,
1021,CME_MINI:MNQ1!,5,480,260,220,35.23,36,34.21,1.12,1.11,1.14,669.5,"191,850.00",88,50,38,0,0,0,5.45,5.2,5.79,142.58,143.33,141.54,70.36,72.5,67.5,160,160,160,80,80,80,50,40,Touch,90,160,260,,,,,,,,,,,
1122,CME_MINI:MNQ1!,5,260,260,0,34.41,36.54,31.71,1.06,1.11,1,890,"191,850.00",93,52,41,0,0,0,2.8,5,0,141.25,141.05,141.54,71,73.33,68.15,160,160,160,80,80,80,60,25,Touch,100,160,260,,,,,,,,,,,
1131,CME_MINI:MNQ1!,5,480,260,220,35.23,36,34.21,1.12,1.11,1.14,669.5,"191,850.00",88,50,38,0,0,0,5.45,5.2,5.79,142.58,143.33,141.54,70.36,72.5,67.5,160,160,160,80,80,80,50,40,Touch,100,160,260,,,,,,,,,,,
1489,CME_MINI:MNQ1!,5,"1,166.50",260,906.5,37.11,34.78,39.22,1.32,1.14,1.5,510,"191,850.00",97,46,51,0,0,0,12.03,5.65,17.77,134.13,131.41,136.3,62.07,61.42,62.74,160,160,160,130,93.5,130,25,10,Close,90,80,320,,,,,,,,,,,
1599,CME_MINI:MNQ1!,5,"1,254.00",260,994,37.5,34.78,40,1.35,1.14,1.57,510,"191,850.00",96,46,50,0,0,0,13.06,5.65,19.88,134.13,131.41,136.3,61.63,61.42,61.86,160,160,160,130,93.5,130,25,10,Close,100,80,320,,,,,,,,,,,
1884,CME_MINI:MNQ1!,5,-120,260,-380,26.61,28.99,23.64,0.98,1.09,0.85,"1,100.00","191,850.00",124,69,55,0,0,0,-0.97,3.77,-6.91,160,160,160,60,60,60,160,160,160,60,60,60,20,25,Touch,90,120,320,,,,,,,,,,,
1915,CME_MINI:MNQ1!,5,240,260,-20,28.13,29.79,26.53,1.06,1.13,0.99,715.5,"191,850.00",96,47,49,0,0,0,2.5,5.53,-0.41,160,160,160,60,60,60,160,160,160,60,60,60,10,70,Touch,90,120,320,,,,,,,,,,,
1923,CME_MINI:MNQ1!,5,680,260,420,31.75,30.56,33.33,1.27,1.17,1.41,479.5,"191,850.00",63,36,27,0,0,0,10.79,7.22,15.56,160,160,160,60,60,60,160,160,160,60,60,60,50,70,Touch,90,120,320,,,,,,,,,,,
2025,CME_MINI:MNQ1!,5,300,260,40,28.42,29.79,27.08,1.07,1.13,1.02,715.5,"191,850.00",95,47,48,0,0,0,3.16,5.53,0.83,160,160,160,60,60,60,160,160,160,60,60,60,10,70,Touch,100,120,320,,,,,,,,,,,
2033,CME_MINI:MNQ1!,5,680,260,420,31.75,30.56,33.33,1.27,1.17,1.41,479.5,"191,850.00",63,36,27,0,0,0,10.79,7.22,15.56,160,160,160,60,60,60,160,160,160,60,60,60,50,70,Touch,100,120,320,,,,,,,,,,,
2126,CME_MINI:MNQ1!,5,80,260,-180,27.37,29.79,25,1.02,1.13,0.91,749.5,"191,850.00",95,47,48,0,0,0,0.84,5.53,-3.75,160,160,160,60,60,60,160,160,160,60,60,60,20,55,Touch,110,120,320,,,,,,,,,,,
1376,CME_MINI:MNQ1!,5,"1,053.50",258,795.5,35.24,33.33,37.04,1.26,1.12,1.41,518.5,"191,850.00",105,51,54,0,0,0,10.03,5.06,14.73,137.49,137.79,137.23,61.11,61.31,60.91,160,160,160,130,93.5,130,10,10,Close,80,80,320,,,,,,,,,,,
865,CME_MINI:MNQ1!,5,701.5,257.5,444,38.89,37.14,40.54,1.23,1.16,1.31,505,"191,850.00",72,35,37,0,0,0,9.74,7.36,12,132.98,140.31,126.63,68.68,71.2,66.16,160,160,160,129.5,129.5,113.5,40,55,Close,110,120,260,,,,,,,,,,,
1707,CME_MINI:MNQ1!,5,"1,261.00",257,"1,004.00",37.11,34.04,40,1.35,1.13,1.6,564.5,"191,850.00",97,47,50,0,0,0,13,5.47,20.08,134.85,136.41,133.6,60.91,62.11,59.57,160,160,160,130,93.5,130,15,10,Close,110,80,320,,,,,,,,,,,
456,CME_MINI:MNQ1!,5,170,250,-80,30.4,31.88,28.57,1.03,1.09,0.97,"1,030.00","191,850.00",125,69,56,0,0,0,1.36,3.62,-1.43,140.26,139.55,141.25,60,60,60,160,160,160,60,60,60,30,25,Touch,80,120,260,,,,,,,,,,,
706,CME_MINI:MNQ1!,5,100,250,-150,29.41,31.71,27.27,1.03,1.15,0.92,740,"191,850.00",85,41,44,0,0,0,1.18,6.1,-3.41,145.6,148.46,142.5,60,60,60,160,160,160,60,60,60,15,70,Touch,100,120,260,,,,,,,,,,,
894,CME_MINI:MNQ1!,5,-130,250,-380,34.38,37.14,31.03,0.98,1.07,0.87,"1,206.00","191,850.00",128,70,58,0,0,0,-1.02,3.57,-6.55,137.5,138.08,136.67,74.46,75.91,72.82,160,160,160,80,80,80,20,25,Touch,80,160,260,,,,,,,,,,,
1136,CME_MINI:MNQ1!,5,-150,250,-400,32.99,36.73,29.17,0.97,1.11,0.83,774,"191,850.00",97,49,48,0,0,0,-1.55,5.1,-8.33,140.31,141.67,138.57,72.5,74.19,70.91,160,160,160,80,80,80,20,55,Touch,100,160,260,,,,,,,,,,,
1743,CME_MINI:MNQ1!,5,769,249,520,34.18,31.71,36.84,1.24,1.14,1.36,487,"191,850.00",79,41,38,0,0,0,9.73,6.07,13.68,145.22,151.65,139.25,60.62,61.52,59.56,160,160,160,109.5,109.5,93.5,30,55,Close,110,80,320,,,,,,,,,,,
1854,CME_MINI:MNQ1!,5,879.5,248.5,631,37.97,35.71,40.54,1.26,1.13,1.43,407,"191,850.00",79,42,37,0,0,0,11.13,5.92,17.05,143.38,147.67,139.1,69.84,72.83,66.16,160,160,160,129.5,129.5,113.5,35,55,Close,80,120,320,,,,,,,,,,,
1308,CME_MINI:MNQ1!,5,532.5,248,284.5,37.88,38.24,37.5,1.18,1.15,1.21,587,"191,850.00",66,34,32,0,0,0,8.07,7.29,8.89,139.44,143.12,135.46,72.04,76.79,67.05,160,160,160,149.5,149.5,110,55,55,Close,110,160,260,,,,,,,,,,,
1309,CME_MINI:MNQ1!,5,435.5,248,187.5,36.92,38.24,35.48,1.15,1.15,1.14,587,"191,850.00",65,34,31,0,0,0,6.7,7.29,6.05,141.21,143.12,138.95,72.04,76.79,67.05,160,160,160,149.5,149.5,110,60,55,Close,110,160,260,,,,,,,,,,,
1748,CME_MINI:MNQ1!,5,812.5,248,564.5,34.85,32.35,37.5,1.31,1.17,1.48,544.5,"191,850.00",66,34,32,0,0,0,12.31,7.29,17.64,148.54,151.91,145.46,60.56,61.87,59.05,160,160,160,109.5,109.5,70,55,55,Close,110,80,320,,,,,,,,,,,
1749,CME_MINI:MNQ1!,5,685.5,248,437.5,33.85,32.35,35.48,1.26,1.17,1.37,544.5,"191,850.00",65,34,31,0,0,0,10.55,7.29,14.11,149.52,151.91,147.14,60.56,61.87,59.05,160,160,160,109.5,109.5,70,60,55,Close,110,80,320,,,,,,,,,,,
1404,CME_MINI:MNQ1!,5,"1,216.50",246,970.5,38.64,34.78,42.86,1.37,1.13,1.66,505.5,"191,850.00",88,46,42,0,0,0,13.82,5.35,23.11,133.44,131.66,135.03,61.49,62.02,60.83,160.5,160,160.5,124,124,93.5,40,40,Close,80,80,320,,,,,,,,,,,
978,CME_MINI:MNQ1!,5,525,240.5,284.5,38.24,38.89,37.5,1.17,1.14,1.21,495,"191,850.00",68,36,32,0,0,0,7.72,6.68,8.89,138.04,140.25,135.46,72.95,78.32,67.05,160,160,160,149.5,149.5,110,55,55,Close,80,160,260,,,,,,,,,,,
979,CME_MINI:MNQ1!,5,428,240.5,187.5,37.31,38.89,35.48,1.14,1.14,1.14,495,"191,850.00",67,36,31,0,0,0,6.39,6.68,6.05,139.68,140.25,138.95,72.95,78.32,67.05,160,160,160,149.5,149.5,110,60,55,Close,80,160,260,,,,,,,,,,,
1088,CME_MINI:MNQ1!,5,525,240.5,284.5,38.24,38.89,37.5,1.17,1.14,1.21,495,"191,850.00",68,36,32,0,0,0,7.72,6.68,8.89,138.04,140.25,135.46,72.95,78.32,67.05,160,160,160,149.5,149.5,110,55,55,Close,90,160,260,,,,,,,,,,,
1089,CME_MINI:MNQ1!,5,428,240.5,187.5,37.31,38.89,35.48,1.14,1.14,1.14,495,"191,850.00",67,36,31,0,0,0,6.39,6.68,6.05,139.68,140.25,138.95,72.95,78.32,67.05,160,160,160,149.5,149.5,110,60,55,Close,90,160,260,,,,,,,,,,,
1198,CME_MINI:MNQ1!,5,525,240.5,284.5,38.24,38.89,37.5,1.17,1.14,1.21,495,"191,850.00",68,36,32,0,0,0,7.72,6.68,8.89,138.04,140.25,135.46,72.95,78.32,67.05,160,160,160,149.5,149.5,110,55,55,Close,100,160,260,,,,,,,,,,,
1199,CME_MINI:MNQ1!,5,428,240.5,187.5,37.31,38.89,35.48,1.14,1.14,1.14,495,"191,850.00",67,36,31,0,0,0,6.39,6.68,6.05,139.68,140.25,138.95,72.95,78.32,67.05,160,160,160,149.5,149.5,110,60,55,Close,100,160,260,,,,,,,,,,,
464,CME_MINI:MNQ1!,5,-780,240,"-1,020.00",26.83,31.82,21.05,0.85,1.09,0.61,"1,177.00","191,850.00",123,66,57,0,0,0,-6.34,3.64,-17.89,138.18,140,135,60,60,60,160,160,160,60,60,60,15,40,Touch,80,120,260,,,,,,,,,,,
1235,CME_MINI:MNQ1!,5,-690,240,-930,31.48,36.84,25.49,0.87,1.09,0.65,"1,135.00","191,850.00",108,57,51,0,0,0,-6.39,4.21,-18.24,137.94,140,134.62,73.7,75,72.43,160,160,160,80,80,80,20,40,Touch,110,160,260,,,,,,,,,,,
2028,CME_MINI:MNQ1!,5,560,240,320,30.26,30,30.56,1.18,1.14,1.22,664,"191,850.00",76,40,36,0,0,0,7.37,6,8.89,160,160,160,60,60,60,160,160,160,60,60,60,25,70,Touch,100,120,320,,,,,,,,,,,
2110,CME_MINI:MNQ1!,5,400,240,160,28.87,29.41,28.26,1.1,1.11,1.08,"1,020.00","191,850.00",97,51,46,0,0,0,4.12,4.71,3.48,160,160,160,60,60,60,160,160,160,60,60,60,50,25,Touch,110,120,320,,,,,,,,,,,
2111,CME_MINI:MNQ1!,5,300,240,60,28.42,29.41,27.27,1.07,1.11,1.03,"1,020.00","191,850.00",95,51,44,0,0,0,3.16,4.71,1.36,160,160,160,60,60,60,160,160,160,60,60,60,55,25,Touch,110,120,320,,,,,,,,,,,
2137,CME_MINI:MNQ1!,5,380,240,140,29.11,30,28.21,1.12,1.14,1.09,564,"191,850.00",79,40,39,0,0,0,4.81,6,3.59,160,160,160,60,60,60,160,160,160,60,60,60,20,70,Touch,110,120,320,,,,,,,,,,,
1952,CME_MINI:MNQ1!,5,626,238,388,38.04,37.5,38.64,1.15,1.11,1.2,729.5,"191,850.00",92,48,44,0,0,0,6.8,4.96,8.82,135.7,136.53,134.82,72.34,73.98,70.52,160.5,160,160.5,150,144,150,30,40,Close,90,120,320,,,,,,,,,,,
2062,CME_MINI:MNQ1!,5,626,238,388,38.04,37.5,38.64,1.15,1.11,1.2,729.5,"191,850.00",92,48,44,0,0,0,6.8,4.96,8.82,135.7,136.53,134.82,72.34,73.98,70.52,160.5,160,160.5,150,144,150,30,40,Close,100,120,320,,,,,,,,,,,
1399,CME_MINI:MNQ1!,5,321.5,237.5,84,33.98,33.96,34,1.08,1.11,1.04,720.5,"191,850.00",103,53,50,0,0,0,3.12,4.48,1.68,127.3,128.83,125.68,61.7,61.22,62.2,160,160,160,130,124,130,15,40,Close,80,80,320,,,,,,,,,,,
1509,CME_MINI:MNQ1!,5,184.5,237.5,-53,33.33,33.96,32.65,1.04,1.11,0.97,772,"191,850.00",102,53,49,0,0,0,1.81,4.48,-1.08,127.01,128.83,124.97,61.7,61.22,62.2,160,160,160,130,124,130,15,40,Close,90,80,320,,,,,,,,,,,
1619,CME_MINI:MNQ1!,5,283.5,237.5,46,33.66,33.96,33.33,1.07,1.11,1.02,673,"191,850.00",101,53,48,0,0,0,2.81,4.48,0.96,127.01,128.83,124.97,61.14,61.22,61.05,160,160,160,130,124,130,15,40,Close,100,80,320,,,,,,,,,,,
1839,CME_MINI:MNQ1!,5,201.5,237.5,-36,36.89,37.74,36,1.04,1.1,0.98,"1,103.50","191,850.00",103,53,50,0,0,0,1.96,4.48,-0.72,129.47,131.43,127.31,73.73,74.72,72.73,160,160,160,150,144,150,15,40,Close,80,120,320,,,,,,,,,,,
