Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
1222,CME_MINI:MNQ1!,5,590,720,-130,36.92,40.63,33.33,1.1,1.25,0.96,927,"191,850.00",130,64,66,0,0,0,4.54,11.25,-1.97,136.88,136.92,136.82,73.83,74.74,73.02,160,160,160,80,80,80,10,25,Touch,110,160,260,,,,,,,,,,,
1351,CME_MINI:MNQ1!,5,700,720,-20,26.67,29.41,23.08,1.22,1.43,0.99,459.5,"191,850.00",90,51,39,0,0,0,7.78,14.12,-0.51,160,160,160,48.31,46.67,50.34,160,160,160,60,60,60,50,40,Touch,80,80,320,,,,,,,,,,,
1441,CME_MINI:MNQ1!,5,320,720,-400,23.81,29.79,18.97,1.09,1.47,0.81,600,"191,850.00",105,47,58,0,0,0,3.05,15.32,-6.9,160,160,160,46.58,46.06,46.96,160,160,160,60,60,60,60,10,Touch,90,80,320,,,,,,,,,,,
1472,CME_MINI:MNQ1!,5,880,720,160,29.33,31.71,26.47,1.33,1.53,1.13,539.5,"191,850.00",75,41,34,0,0,0,11.73,17.56,4.71,160,160,160,50.77,48.57,53.33,160,160,160,60,60,60,50,55,Touch,90,80,320,,,,,,,,,,,
1551,CME_MINI:MNQ1!,5,400,720,-320,24.27,29.79,19.64,1.11,1.47,0.85,560,"191,850.00",103,47,56,0,0,0,3.88,15.32,-5.71,160,160,160,46.75,46.06,47.27,160,160,160,60,60,60,60,10,Touch,100,80,320,,,,,,,,,,,
1558,CME_MINI:MNQ1!,5,480,720,-240,24.53,28.07,20.41,1.13,1.39,0.87,560,"191,850.00",106,57,49,0,0,0,4.53,12.63,-4.9,160,160,160,46.58,44.88,48.42,160,160,160,60,60,60,40,25,Touch,100,80,320,,,,,,,,,,,
1582,CME_MINI:MNQ1!,5,880,720,160,29.33,31.71,26.47,1.33,1.53,1.13,539.5,"191,850.00",75,41,34,0,0,0,11.73,17.56,4.71,160,160,160,50.77,48.57,53.33,160,160,160,60,60,60,50,55,Touch,100,80,320,,,,,,,,,,,
1587,CME_MINI:MNQ1!,5,880,720,160,28.4,30.95,25.64,1.31,1.53,1.11,416,"191,850.00",81,42,39,0,0,0,10.86,17.14,4.1,160,160,160,49.12,46.9,51.43,160,160,160,60,60,60,20,70,Touch,100,80,320,,,,,,,,,,,
1671,CME_MINI:MNQ1!,5,680,720,-40,26.32,29.41,22.73,1.2,1.43,0.98,680,"191,850.00",95,51,44,0,0,0,7.16,14.12,-0.91,160,160,160,48.12,46.67,49.7,160,160,160,60,60,60,55,25,Touch,110,80,320,,,,,,,,,,,
1687,CME_MINI:MNQ1!,5,460,720,-260,25.27,30.43,20,1.14,1.47,0.85,620,"191,850.00",91,46,45,0,0,0,5.05,15.65,-5.78,160,160,160,48.06,47.5,48.57,160,160,160,60,60,60,25,55,Touch,110,80,320,,,,,,,,,,,
1700,CME_MINI:MNQ1!,5,880,720,160,30.43,32.5,27.59,1.35,1.53,1.14,399.5,"191,850.00",69,40,29,0,0,0,12.75,18,5.52,160,160,160,52.77,50.37,56,160,160,160,60,60,60,35,70,Touch,110,80,320,,,,,,,,,,,
1702,CME_MINI:MNQ1!,5,"1,080.00",720,360,32.81,34.29,31.03,1.47,1.6,1.33,449.5,"191,850.00",64,35,29,0,0,0,16.88,20.57,12.41,160,160,160,54.29,52.17,56.84,160,160,160,60,60,60,45,70,Touch,110,80,320,,,,,,,,,,,
1704,CME_MINI:MNQ1!,5,"1,000.00",720,280,32.79,34.29,30.77,1.45,1.6,1.28,449.5,"191,850.00",61,35,26,0,0,0,16.39,20.57,10.77,160,160,160,55,52.17,58.82,160,160,160,60,60,60,55,70,Touch,110,80,320,,,,,,,,,,,
1768,CME_MINI:MNQ1!,5,420,720,-300,28.7,33.33,24.59,1.09,1.33,0.89,780,"191,850.00",115,54,61,0,0,0,3.65,13.33,-4.92,160,160,160,60,60,60,160,160,160,60,60,60,45,10,Touch,80,120,320,,,,,,,,,,,
1769,CME_MINI:MNQ1!,5,580,720,-140,29.31,33.33,25.81,1.12,1.33,0.95,780,"191,850.00",116,54,62,0,0,0,5,13.33,-2.26,160,160,160,60,60,60,160,160,160,60,60,60,50,10,Touch,80,120,320,,,,,,,,,,,
1789,CME_MINI:MNQ1!,5,840,720,120,30.93,33.33,27.91,1.21,1.33,1.07,549,"191,850.00",97,54,43,0,0,0,8.66,13.33,2.79,160,160,160,60,60,60,160,160,160,60,60,60,40,40,Touch,80,120,320,,,,,,,,,,,
1802,CME_MINI:MNQ1!,5,"1,100.00",720,380,33.33,34.88,31.43,1.36,1.43,1.28,679.5,"191,850.00",78,43,35,0,0,0,14.1,16.74,10.86,160,160,160,60,60,60,160,160,160,60,60,60,50,55,Touch,80,120,320,,,,,,,,,,,
1894,CME_MINI:MNQ1!,5,-320,720,"-1,040.00",25.83,32.31,18.18,0.94,1.27,0.61,"1,047.00","191,850.00",120,65,55,0,0,0,-2.67,11.08,-18.91,160,160,160,60,60,60,160,160,160,60,60,60,15,40,Touch,90,120,320,,,,,,,,,,,
1995,CME_MINI:MNQ1!,5,620,720,-100,29.41,32.31,25.93,1.12,1.27,0.96,760,"191,850.00",119,65,54,0,0,0,5.21,11.08,-1.85,160,160,160,60,60,60,160,160,160,60,60,60,25,25,Touch,100,120,320,,,,,,,,,,,
1996,CME_MINI:MNQ1!,5,840,720,120,30.25,32.31,27.78,1.17,1.27,1.05,820,"191,850.00",119,65,54,0,0,0,7.06,11.08,2.22,160,160,160,60,60,60,160,160,160,60,60,60,30,25,Touch,100,120,320,,,,,,,,,,,
1319,CME_MINI:MNQ1!,5,"1,074.00",717.5,356.5,39.66,43.75,34.62,1.46,1.55,1.34,587,"191,850.00",58,32,26,0,0,0,18.52,22.42,13.71,148.74,144.32,155.61,67.06,72.39,61.41,160,160,160,149.5,149.5,84,55,70,Close,110,160,260,,,,,,,,,,,
1320,CME_MINI:MNQ1!,5,"1,074.00",717.5,356.5,39.66,43.75,34.62,1.46,1.55,1.34,587,"191,850.00",58,32,26,0,0,0,18.52,22.42,13.71,148.74,144.32,155.61,67.06,72.39,61.41,160,160,160,149.5,149.5,84,60,70,Close,110,160,260,,,,,,,,,,,
45,CME_MINI:MNQ1!,5,640,710,-70,27.55,31.25,24,1.2,1.48,0.96,640,"191,850.00",98,48,50,0,0,0,6.53,14.79,-1.4,144.44,146,142.5,46.57,44.85,48.11,160,160,160,60,60,60,10,70,Touch,80,80,260,,,,,,,,,,,
136,CME_MINI:MNQ1!,5,-130,710,-840,23.58,30.51,14.89,0.96,1.39,0.54,735,"191,850.00",106,59,47,0,0,0,-1.23,12.03,-17.87,142,141.67,142.86,46,44.88,47.18,160,160,160,60,60,60,25,40,Touch,90,80,260,,,,,,,,,,,
480,CME_MINI:MNQ1!,5,"1,020.00",710,310,34.88,36.96,32.5,1.31,1.41,1.2,769.5,"191,850.00",86,46,40,0,0,0,11.86,15.43,7.75,144,144.12,143.85,60,60,60,160,160,160,60,60,60,40,55,Touch,80,120,260,,,,,,,,,,,
989,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,55,70,Close,80,160,260,,,,,,,,,,,
990,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,60,70,Close,80,160,260,,,,,,,,,,,
1099,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,55,70,Close,90,160,260,,,,,,,,,,,
1100,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,60,70,Close,90,160,260,,,,,,,,,,,
1209,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,55,70,Close,100,160,260,,,,,,,,,,,
1210,CME_MINI:MNQ1!,5,"1,066.50",710,356.5,40,44.12,34.62,1.43,1.5,1.34,484,"191,850.00",60,34,26,0,0,0,17.78,20.88,13.71,146.83,141.57,155.61,68.26,74.39,61.41,160,160,160,149.5,149.5,84,60,70,Close,100,160,260,,,,,,,,,,,
1426,CME_MINI:MNQ1!,5,"1,439.00",709.5,729.5,39.39,38.89,40,1.59,1.52,1.68,367,"191,850.00",66,36,30,0,0,0,21.8,19.71,24.32,148.46,147.54,149.54,60.53,61.64,59.17,160,160,160,109.5,109.5,61,40,70,Close,80,80,320,,,,,,,,,,,
1862,CME_MINI:MNQ1!,5,"1,411.50",704,707.5,41.1,41.03,41.18,1.49,1.43,1.57,366,"191,850.00",73,39,34,0,0,0,19.34,18.05,20.81,143.52,147.28,139.21,67.3,71.85,62.08,160,160,160,129.5,129.5,81,20,70,Close,80,120,320,,,,,,,,,,,
1972,CME_MINI:MNQ1!,5,"1,411.50",704,707.5,41.1,41.03,41.18,1.49,1.43,1.57,366,"191,850.00",73,39,34,0,0,0,19.34,18.05,20.81,143.52,147.28,139.21,67.3,71.85,62.08,160,160,160,129.5,129.5,81,20,70,Close,90,120,320,,,,,,,,,,,
2082,CME_MINI:MNQ1!,5,"1,411.50",704,707.5,41.1,41.03,41.18,1.49,1.43,1.57,366,"191,850.00",73,39,34,0,0,0,19.34,18.05,20.81,143.52,147.28,139.21,67.3,71.85,62.08,160,160,160,129.5,129.5,81,20,70,Close,100,120,320,,,,,,,,,,,
134,CME_MINI:MNQ1!,5,-300,700,"-1,000.00",22.5,29.23,14.55,0.93,1.35,0.52,871,"191,850.00",120,65,55,0,0,0,-2.5,10.77,-18.18,140,141.05,137.5,44.35,43.04,45.65,160,160,160,60,60,60,15,40,Touch,90,80,260,,,,,,,,,,,
162,CME_MINI:MNQ1!,5,"1,000.00",700,300,32.84,34.21,31.03,1.43,1.56,1.28,439.5,"191,850.00",67,38,29,0,0,0,14.93,18.42,10.34,151.82,150.77,153.33,53.18,50.4,56.84,160,160,160,60,60,60,45,70,Touch,90,80,260,,,,,,,,,,,
272,CME_MINI:MNQ1!,5,"1,000.00",700,300,32.84,34.21,31.03,1.43,1.56,1.28,439.5,"191,850.00",67,38,29,0,0,0,14.93,18.42,10.34,151.82,150.77,153.33,53.18,50.4,56.84,160,160,160,60,60,60,45,70,Touch,100,80,260,,,,,,,,,,,
333,CME_MINI:MNQ1!,5,770,700,70,27.59,31.48,24.19,1.2,1.41,1.03,610,"191,850.00",116,54,62,0,0,0,6.64,12.96,1.13,144.06,142.35,146,46.27,46.49,46.09,160,160,160,60,60,60,20,10,Touch,110,80,260,,,,,,,,,,,
385,CME_MINI:MNQ1!,5,950,700,250,33.9,35.29,32,1.44,1.6,1.25,449.5,"191,850.00",59,34,25,0,0,0,16.1,20.59,10,155.5,155,156.25,55.38,52.73,58.82,160,160,160,60,60,60,60,70,Touch,110,80,260,,,,,,,,,,,
591,CME_MINI:MNQ1!,5,870,700,170,34.18,37.21,30.56,1.28,1.43,1.12,769.5,"191,850.00",79,43,36,0,0,0,11.01,16.28,4.72,145.56,145,146.36,60,60,60,160,160,160,60,60,60,45,55,Touch,90,120,260,,,,,,,,,,,
701,CME_MINI:MNQ1!,5,870,700,170,34.18,37.21,30.56,1.28,1.43,1.12,769.5,"191,850.00",79,43,36,0,0,0,11.01,16.28,4.72,145.56,145,146.36,60,60,60,160,160,160,60,60,60,45,55,Touch,100,120,260,,,,,,,,,,,
907,CME_MINI:MNQ1!,5,410,700,-290,35.78,40,30.61,1.08,1.26,0.88,559.5,"191,850.00",109,60,49,0,0,0,3.76,11.67,-5.92,139.23,140,138,72.75,73.89,71.52,160,160,160,80,80,80,30,40,Touch,80,160,260,,,,,,,,,,,
1101,CME_MINI:MNQ1!,5,600,700,-100,36.22,40,32.84,1.1,1.26,0.97,"1,365.00","191,850.00",127,60,67,0,0,0,4.72,11.67,-1.49,140.43,140,140.91,73.25,73.89,72.73,160,160,160,80,80,80,10,10,Touch,100,160,260,,,,,,,,,,,
1236,CME_MINI:MNQ1!,5,120,700,-580,34.62,40.35,27.66,1.02,1.28,0.75,848.5,"191,850.00",104,57,47,0,0,0,1.15,12.28,-12.34,138.33,139.13,136.92,72.54,73.53,71.52,160,160,160,80,80,80,25,40,Touch,110,160,260,,,,,,,,,,,
1332,CME_MINI:MNQ1!,5,-100,700,-800,21.13,26.03,15.94,0.98,1.3,0.69,"1,165.50","191,850.00",142,73,69,0,0,0,-0.7,9.59,-11.59,160,160,160,44.14,43.33,44.91,160,160,160,60,60,60,10,25,Touch,80,80,320,,,,,,,,,,,
1452,CME_MINI:MNQ1!,5,380,700,-320,24.73,28.85,19.51,1.12,1.41,0.8,600,"191,850.00",93,52,41,0,0,0,4.09,13.46,-7.8,160,160,160,47.83,45.95,50,160,160,160,60,60,60,60,25,Touch,90,80,320,,,,,,,,,,,
1485,CME_MINI:MNQ1!,5,980,700,280,32.79,33.33,32,1.44,1.57,1.28,449.5,"191,850.00",61,36,25,0,0,0,16.07,19.44,11.2,160,160,160,54.15,50.83,58.82,160,160,160,60,60,60,60,70,Touch,90,80,320,,,,,,,,,,,
1562,CME_MINI:MNQ1!,5,380,700,-320,24.73,28.85,19.51,1.12,1.41,0.8,600,"191,850.00",93,52,41,0,0,0,4.09,13.46,-7.8,160,160,160,47.83,45.95,50,160,160,160,60,60,60,60,25,Touch,100,80,320,,,,,,,,,,,
1595,CME_MINI:MNQ1!,5,980,700,280,32.79,33.33,32,1.44,1.57,1.28,449.5,"191,850.00",61,36,25,0,0,0,16.07,19.44,11.2,160,160,160,54.15,50.83,58.82,160,160,160,60,60,60,60,70,Touch,100,80,320,,,,,,,,,,,
1776,CME_MINI:MNQ1!,5,920,700,220,30.4,31.88,28.57,1.18,1.25,1.09,940,"191,850.00",125,69,56,0,0,0,7.36,10.14,3.93,160,160,160,60,60,60,160,160,160,60,60,60,30,25,Touch,80,120,320,,,,,,,,,,,
577,CME_MINI:MNQ1!,5,140,690,-550,30.19,35.59,23.4,1.03,1.3,0.74,689.5,"191,850.00",106,59,47,0,0,0,1.32,11.69,-11.7,141.25,141.43,140.91,60,60,60,160,160,160,60,60,60,30,40,Touch,90,120,260,,,,,,,,,,,
811,CME_MINI:MNQ1!,5,860,690,170,34.21,37.5,30.56,1.29,1.46,1.12,709.5,"191,850.00",76,40,36,0,0,0,11.32,17.25,4.72,146.15,146,146.36,60,60,60,160,160,160,60,60,60,45,55,Touch,110,120,260,,,,,,,,,,,
1316,CME_MINI:MNQ1!,5,"1,210.50",681,529.5,41.94,43.75,40,1.49,1.52,1.46,507,"191,850.00",62,32,30,0,0,0,19.52,21.28,17.65,140.71,141.71,139.54,68,72.39,63.61,160,160,160,149.5,149.5,101,40,70,Close,110,160,260,,,,,,,,,,,
46,CME_MINI:MNQ1!,5,620,680,-60,28.09,31.82,24.44,1.21,1.49,0.96,440,"191,850.00",89,44,45,0,0,0,6.97,15.45,-1.33,145.6,147.14,143.64,47.94,46,49.7,160,160,160,60,60,60,15,70,Touch,80,80,260,,,,,,,,,,,
225,CME_MINI:MNQ1!,5,510,680,-170,26.09,30.91,21.67,1.13,1.39,0.92,720,"191,850.00",115,55,60,0,0,0,4.43,12.36,-2.83,145,142.35,148.46,45.71,45.79,45.65,160,160,160,60,60,60,30,10,Touch,100,80,260,,,,,,,,,,,
344,CME_MINI:MNQ1!,5,540,680,-140,26.67,29.69,23.21,1.14,1.34,0.93,680,"191,850.00",120,64,56,0,0,0,4.5,10.63,-2.5,141.25,141.05,141.54,45.75,44.44,47.14,160,160,160,60,60,60,20,25,Touch,110,80,260,,,,,,,,,,,
688,CME_MINI:MNQ1!,5,560,680,-120,32.32,35.71,27.91,1.14,1.31,0.93,669,"191,850.00",99,56,43,0,0,0,5.66,12.14,-2.79,141.25,142,140,60,60,60,160,160,160,60,60,60,35,40,Touch,100,120,260,,,,,,,,,,,
1138,CME_MINI:MNQ1!,5,660,680,-20,36.26,40,31.71,1.16,1.31,0.99,789.5,"191,850.00",91,50,41,0,0,0,7.25,13.6,-0.49,141.82,142,141.54,70.53,72,68.89,160,160,160,80,80,80,30,55,Touch,100,160,260,,,,,,,,,,,
1233,CME_MINI:MNQ1!,5,-380,680,"-1,060.00",33.61,40.63,25.86,0.94,1.24,0.66,884.5,"191,850.00",122,64,58,0,0,0,-3.11,10.63,-18.28,136.59,136.92,136,74.75,75.79,73.81,160,160,160,80,80,80,10,40,Touch,110,160,260,,,,,,,,,,,
1249,CME_MINI:MNQ1!,5,980,680,300,37.8,40,35.14,1.28,1.36,1.19,639.5,"191,850.00",82,45,37,0,0,0,11.95,15.11,8.11,142.58,143.33,141.54,68.8,70.37,66.96,160,160,160,80,80,80,35,55,Touch,110,160,260,,,,,,,,,,,
1477,CME_MINI:MNQ1!,5,840,680,160,28.05,30.23,25.64,1.3,1.49,1.11,416,"191,850.00",82,43,39,0,0,0,10.24,15.81,4.1,160,160,160,48.97,46.67,51.43,160,160,160,60,60,60,20,70,Touch,90,80,320,,,,,,,,,,,
1565,CME_MINI:MNQ1!,5,-200,680,-880,20.91,27.12,13.73,0.95,1.36,0.56,765,"191,850.00",110,59,51,0,0,0,-1.82,11.53,-17.25,160,160,160,45.12,43.72,46.51,160,160,160,60,60,60,20,40,Touch,100,80,320,,,,,,,,,,,
1673,CME_MINI:MNQ1!,5,-460,680,"-1,140.00",19.67,26.56,12.07,0.89,1.33,0.5,"1,111.00","191,850.00",122,64,58,0,0,0,-3.77,10.63,-19.66,160,160,160,44.33,43.4,45.2,160,160,160,60,60,60,10,40,Touch,110,80,320,,,,,,,,,,,
1699,CME_MINI:MNQ1!,5,720,680,40,28.77,31.71,25,1.27,1.49,1.03,439.5,"191,850.00",73,41,32,0,0,0,9.86,16.59,1.25,160,160,160,51.76,50,53.91,160,160,160,60,60,60,30,70,Touch,110,80,320,,,,,,,,,,,
1701,CME_MINI:MNQ1!,5,"1,000.00",680,320,31.82,33.33,30,1.42,1.55,1.29,529.5,"191,850.00",66,36,30,0,0,0,15.15,18.89,10.67,160,160,160,53.64,51.67,56,160,160,160,60,60,60,40,70,Touch,110,80,320,,,,,,,,,,,
1771,CME_MINI:MNQ1!,5,440,680,-240,28.83,33.33,25,1.09,1.33,0.91,780,"191,850.00",111,51,60,0,0,0,3.96,13.33,-4,160,160,160,60,60,60,160,160,160,60,60,60,60,10,Touch,80,120,320,,,,,,,,,,,
1797,CME_MINI:MNQ1!,5,780,680,100,30.61,33.33,27.66,1.19,1.33,1.05,880,"191,850.00",98,51,47,0,0,0,7.96,13.33,2.13,160,160,160,60,60,60,160,160,160,60,60,60,25,55,Touch,80,120,320,,,,,,,,,,,
1812,CME_MINI:MNQ1!,5,920,680,240,32.86,35,30,1.33,1.44,1.2,539.5,"191,850.00",70,40,30,0,0,0,13.14,17,8,160,160,160,60,60,60,160,160,160,60,60,60,45,70,Touch,80,120,320,,,,,,,,,,,
1905,CME_MINI:MNQ1!,5,260,680,-420,28.16,33.33,23.08,1.06,1.33,0.82,720,"191,850.00",103,51,52,0,0,0,2.52,13.33,-8.08,160,160,160,60,60,60,160,160,160,60,60,60,15,55,Touch,90,120,320,,,,,,,,,,,
1914,CME_MINI:MNQ1!,5,"1,020.00",680,340,33.8,35,32.26,1.36,1.44,1.27,619.5,"191,850.00",71,40,31,0,0,0,14.37,17,10.97,160,160,160,60,60,60,160,160,160,60,60,60,60,55,Touch,90,120,320,,,,,,,,,,,
2024,CME_MINI:MNQ1!,5,"1,020.00",680,340,33.8,35,32.26,1.36,1.44,1.27,619.5,"191,850.00",71,40,31,0,0,0,14.37,17,10.97,160,160,160,60,60,60,160,160,160,60,60,60,60,55,Touch,100,120,320,,,,,,,,,,,
2120,CME_MINI:MNQ1!,5,820,680,140,31.11,33.33,28.21,1.22,1.33,1.09,639.5,"191,850.00",90,51,39,0,0,0,9.11,13.33,3.59,160,160,160,60,60,60,160,160,160,60,60,60,45,40,Touch,110,120,320,,,,,,,,,,,
26,CME_MINI:MNQ1!,5,-80,670,-750,23.85,30,16.33,0.98,1.36,0.6,645,"191,850.00",109,60,49,0,0,0,-0.73,11.17,-15.31,141.54,141.67,141.25,45.85,44.76,47,160,160,160,60,60,60,25,40,Touch,80,80,260,,,,,,,,,,,
37,CME_MINI:MNQ1!,5,380,670,-290,26.53,31.37,21.28,1.11,1.41,0.83,690,"191,850.00",98,51,47,0,0,0,3.88,13.14,-6.17,143.85,143.13,145,47.32,46.29,48.33,160,160,160,60,60,60,25,55,Touch,80,80,260,,,,,,,,,,,
124,CME_MINI:MNQ1!,5,390,670,-280,25.81,28.99,21.82,1.1,1.31,0.86,720,"191,850.00",124,69,55,0,0,0,3.15,9.71,-5.09,140.31,140.5,140,45.05,43.67,46.67,160,160,160,60,60,60,20,25,Touch,90,80,260,,,,,,,,,,,
269,CME_MINI:MNQ1!,5,650,670,-20,29.33,32.56,25,1.24,1.47,0.98,439.5,"191,850.00",75,43,32,0,0,0,8.67,15.58,-0.63,150.45,149.29,152.5,51.15,48.97,53.91,160,160,160,60,60,60,30,70,Touch,100,80,260,,,,,,,,,,,
270,CME_MINI:MNQ1!,5,770,670,100,30.56,32.56,27.59,1.3,1.47,1.09,439.5,"191,850.00",72,43,29,0,0,0,10.69,15.58,3.45,150.45,149.29,152.5,51.84,48.97,56,160,160,160,60,60,60,35,70,Touch,100,80,260,,,,,,,,,,,
478,CME_MINI:MNQ1!,5,580,670,-90,32.29,35.85,27.91,1.15,1.33,0.95,829.5,"191,850.00",96,53,43,0,0,0,6.04,12.64,-2.09,142.58,142.63,142.5,60,60,60,160,160,160,60,60,60,30,55,Touch,80,120,260,,,,,,,,,,,
895,CME_MINI:MNQ1!,5,770,670,100,37.6,40,34.55,1.14,1.21,1.04,974,"191,850.00",125,70,55,0,0,0,6.16,9.57,1.82,137.66,137.5,137.89,74.03,75.71,72,160,160,160,80,80,80,25,25,Touch,80,160,260,,,,,,,,,,,
1116,CME_MINI:MNQ1!,5,900,670,230,37.82,40,35.19,1.17,1.23,1.1,884,"191,850.00",119,65,54,0,0,0,7.56,10.31,4.26,138.67,138.08,139.47,73.15,74.87,71.18,160,160,160,80,80,80,30,25,Touch,100,160,260,,,,,,,,,,,
1973,CME_MINI:MNQ1!,5,"1,149.00",666.5,482.5,38.57,40.54,36.36,1.4,1.43,1.37,504,"191,850.00",70,37,33,0,0,0,16.41,18.01,14.62,148.93,148.87,149,66.79,71.2,62.17,160,160,160,129.5,129.5,81,25,70,Close,90,120,320,,,,,,,,,,,
2083,CME_MINI:MNQ1!,5,"1,149.00",666.5,482.5,38.57,40.54,36.36,1.4,1.43,1.37,504,"191,850.00",70,37,33,0,0,0,16.41,18.01,14.62,148.93,148.87,149,66.79,71.2,62.17,160,160,160,129.5,129.5,81,25,70,Close,100,120,320,,,,,,,,,,,
24,CME_MINI:MNQ1!,5,-250,660,-910,22.76,28.79,15.79,0.94,1.33,0.57,781,"191,850.00",123,66,57,0,0,0,-2.03,10,-15.96,139.64,141.05,136.67,44.26,42.98,45.53,160,160,160,60,60,60,15,40,Touch,80,80,260,,,,,,,,,,,
42,CME_MINI:MNQ1!,5,690,660,30,29.49,32.56,25.71,1.25,1.47,1.02,569.5,"191,850.00",78,43,35,0,0,0,8.85,15.35,0.86,148.26,147.14,150,50.37,48.28,52.8,160,160,160,60,60,60,50,55,Touch,80,80,260,,,,,,,,,,,
161,CME_MINI:MNQ1!,5,920,660,260,31.88,33.33,30,1.38,1.51,1.23,439.5,"191,850.00",69,39,30,0,0,0,13.33,16.92,8.67,151.82,150.77,153.33,52.61,50,56,160,160,160,60,60,60,40,70,Touch,90,80,260,,,,,,,,,,,
271,CME_MINI:MNQ1!,5,920,660,260,31.88,33.33,30,1.38,1.51,1.23,439.5,"191,850.00",69,39,30,0,0,0,13.33,16.92,8.67,151.82,150.77,153.33,52.61,50,56,160,160,160,60,60,60,40,70,Touch,100,80,260,,,,,,,,,,,
360,CME_MINI:MNQ1!,5,690,660,30,28.89,31.37,25.64,1.22,1.4,1.02,519.5,"191,850.00",90,51,39,0,0,0,7.67,12.94,0.77,145,145,145,48.89,47.43,50.71,160,160,160,60,60,60,45,40,Touch,110,80,260,,,,,,,,,,,
384,CME_MINI:MNQ1!,5,910,660,250,32.79,34.29,30.77,1.41,1.55,1.25,449.5,"191,850.00",61,35,26,0,0,0,14.92,18.86,9.62,155.5,155,156.25,55,52.17,58.82,160,160,160,60,60,60,55,70,Touch,110,80,260,,,,,,,,,,,
484,CME_MINI:MNQ1!,5,880,660,220,34.72,36.59,32.26,1.31,1.42,1.17,649.5,"191,850.00",72,41,31,0,0,0,12.22,16.1,7.1,148,148,148,60,60,60,160,160,160,60,60,60,60,55,Touch,80,120,260,,,,,,,,,,,
558,CME_MINI:MNQ1!,5,50,660,-610,29.63,36.73,23.73,1.01,1.35,0.77,858.5,"191,850.00",108,49,59,0,0,0,0.46,13.47,-10.34,142.19,140,145,60,60,60,160,160,160,60,60,60,45,10,Touch,90,120,260,,,,,,,,,,,
559,CME_MINI:MNQ1!,5,180,660,-480,30.28,36.73,25,1.04,1.35,0.82,780,"191,850.00",109,49,60,0,0,0,1.65,13.47,-8,141.82,140,144,60,60,60,160,160,160,60,60,60,50,10,Touch,90,120,260,,,,,,,,,,,
668,CME_MINI:MNQ1!,5,110,660,-550,29.91,36.73,24.14,1.02,1.35,0.79,798.5,"191,850.00",107,49,58,0,0,0,1.03,13.47,-9.48,142.19,140,145,60,60,60,160,160,160,60,60,60,45,10,Touch,100,120,260,,,,,,,,,,,
669,CME_MINI:MNQ1!,5,240,660,-420,30.56,36.73,25.42,1.05,1.35,0.84,720,"191,850.00",108,49,59,0,0,0,2.22,13.47,-7.12,141.82,140,144,60,60,60,160,160,160,60,60,60,50,10,Touch,100,120,260,,,,,,,,,,,
698,CME_MINI:MNQ1!,5,500,660,-160,31.87,36,26.83,1.14,1.34,0.91,769.5,"191,850.00",91,50,41,0,0,0,5.49,13.2,-3.9,143.45,143.33,143.64,60,60,60,160,160,160,60,60,60,30,55,Touch,100,120,260,,,,,,,,,,,
