Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
1238,"CME_MINI:MES1!","15","1,347.50","46.25","1,301.25","42.69","41.38","44.05","1.19","1.01","1.48","1,447.50","132,431.25",171,87,84,0,0,0,"7.88","0.53","15.49","113.84","119.69","108.14","71.05","83.58","57.45","577.50","517.50","577.50","250.00","250.00","163.75",10,5,55,50,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1239,"CME_MINI:MES1!","15","3,013.75","1,516.25","1,497.50","48.03","50.79","45.31","1.70","1.66","1.74","1,366.25","132,475.00",127,63,64,0,0,0,"23.73","24.07","23.40","120.12","119.30","121.03","66.37","74.23","59.19","577.50","517.50","577.50","202.50","202.50","163.75",10,5,60,50,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1240,"CME_MINI:MES1!","15","2,383.75","833.75","1,550.00","50.54","52.94","47.62","1.73","1.45","2.07","1,188.75","132,518.75",93,51,42,0,0,0,"25.63","16.35","36.90","120.53","98.94","149.69","71.33","76.56","65.63","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,50,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1241,"CME_MINI:MES1!","15","2,402.50","986.25","1,416.25","52.46","59.38","44.83","2.25","1.99","2.52","478.75","132,475.00",61,32,29,0,0,0,"39.39","30.82","48.84","135.12","104.14","180.38","66.25","76.35","58.05","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,50,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1242,"CME_MINI:MES1!","15","1,867.50","1,111.25","756.25","58.14","65.38","47.06","2.28","2.40","2.14","395.00","109,735.00",43,26,17,0,0,0,"43.43","42.74","44.49","132.85","111.99","177.19","80.76","88.06","73.47","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,50,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1243,"CME_MINI:MES1!","15","-1,387.50","-1,407.50","20.00","38.53","38.94","38.14","0.92","0.86","1.00","4,065.00","132,431.25",423,208,215,0,0,0,"-3.28","-6.77","0.09","103.06","103.38","102.74","69.95","77.02","63.20","577.50","406.25","577.50","625.00","625.00","302.50",10,5,35,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1244,"CME_MINI:MES1!","15","-707.50","-271.25","-436.25","40.27","42.47","38.04","0.96","0.97","0.94","3,630.00","132,343.75",370,186,184,0,0,0,"-1.91","-1.46","-2.37","101.76","103.91","99.34","71.81","79.25","64.82","577.50","406.25","577.50","625.00","625.00","427.50",10,5,40,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1245,"CME_MINI:MES1!","15","-1,502.50","-1,208.75","-293.75","39.13","40.26","37.93","0.89","0.84","0.95","3,278.75","132,387.50",299,154,145,0,0,0,"-5.03","-7.85","-2.03","104.26","105.34","103.05","75.28","84.13","66.24","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1246,"CME_MINI:MES1!","15","537.50","-700.00","1,237.50","41.43","40.46","42.50","1.05","0.90","1.30","1,878.75","132,343.75",251,131,120,0,0,0,"2.14","-5.34","10.31","112.39","118.89","105.64","75.86","89.76","60.14","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1247,"CME_MINI:MES1!","15","2,456.25","657.50","1,798.75","44.75","43.62","45.98","1.34","1.15","1.67","933.75","132,387.50",181,94,87,0,0,0,"13.57","6.99","20.68","118.40","124.18","112.47","71.34","83.66","57.45","577.50","517.50","577.50","250.00","250.00","163.75",10,5,55,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1248,"CME_MINI:MES1!","15","3,856.25","2,142.50","1,713.75","50.38","53.73","46.97","1.89","1.93","1.85","776.25","132,387.50",133,67,66,0,0,0,"28.99","31.98","25.97","121.94","123.44","120.20","66.37","74.23","59.19","577.50","517.50","577.50","202.50","202.50","163.75",10,5,60,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1249,"CME_MINI:MES1!","15","2,988.75","1,438.75","1,550.00","52.08","55.56","47.62","1.91","1.78","2.07","768.75","132,387.50",96,54,42,0,0,0,"31.13","26.64","36.90","125.40","109.21","149.69","71.33","76.56","65.63","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1250,"CME_MINI:MES1!","15","3,007.50","1,591.25","1,416.25","54.69","62.86","44.83","2.57","2.60","2.52","311.25","132,431.25",64,35,29,0,0,0,"46.99","45.46","48.84","140.82","117.44","180.38","66.25","76.35","58.05","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1251,"CME_MINI:MES1!","15","2,052.50","1,296.25","756.25","59.09","66.67","47.06","2.41","2.64","2.14","395.00","109,777.50",44,27,17,0,0,0,"46.65","48.01","44.49","134.86","116.04","177.19","80.76","88.06","73.47","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,55,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1252,"CME_MINI:MES1!","15","-2,846.25","-1,967.50","-878.75","37.55","38.12","37.02","0.86","0.82","0.90","5,815.00","132,475.00",458,223,235,0,0,0,"-6.21","-8.82","-3.74","98.74","102.69","94.87","69.33","77.51","61.71","420.00","406.25","420.00","625.00","625.00","302.50",10,5,35,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1253,"CME_MINI:MES1!","15","-1,556.25","-732.50","-823.75","39.75","41.50","38.00","0.91","0.92","0.90","4,835.00","132,475.00",400,200,200,0,0,0,"-3.89","-3.66","-4.12","98.60","103.18","93.60","71.51","79.46","64.01","420.00","406.25","420.00","625.00","625.00","427.50",10,5,40,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1254,"CME_MINI:MES1!","15","-1,691.25","-1,506.25","-185.00","38.79","39.64","37.89","0.89","0.82","0.97","3,672.50","132,300.00",330,169,161,0,0,0,"-5.13","-8.91","-1.15","103.55","102.80","104.39","73.99","82.29","65.53","577.50","406.25","577.50","625.00","625.00","427.50",10,5,45,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1255,"CME_MINI:MES1!","15","141.25","-787.50","928.75","40.50","40.41","40.60","1.01","0.90","1.19","2,105.00","132,212.50",279,146,133,0,0,0,"0.51","-5.39","6.98","111.66","115.36","107.62","75.16","87.28","61.80","577.50","517.50","577.50","625.00","625.00","226.25",10,5,50,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1256,"CME_MINI:MES1!","15","2,697.50","810.00","1,887.50","43.63","42.72","44.55","1.33","1.17","1.55","1,243.75","132,212.50",204,103,101,0,0,0,"13.22","7.86","18.69","121.99","125.91","118.17","70.96","80.17","61.25","577.50","517.50","577.50","250.00","250.00","226.25",10,5,55,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1257,"CME_MINI:MES1!","15","3,670.00","1,930.00","1,740.00","47.97","51.35","44.59","1.72","1.74","1.69","728.75","132,212.50",148,74,74,0,0,0,"24.80","26.08","23.51","123.59","119.18","128.67","67.17","72.19","62.66","577.50","517.50","577.50","226.25","202.50","226.25",10,5,60,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1258,"CME_MINI:MES1!","15","3,172.50","1,448.75","1,723.75","50.47","56.14","44.00","1.86","1.76","1.96","721.25","132,168.75",107,57,50,0,0,0,"29.65","25.42","34.48","127.31","105.04","159.72","69.86","76.50","63.93","577.50","406.25","577.50","202.50","202.50","163.75",10,5,65,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1259,"CME_MINI:MES1!","15","3,327.50","1,558.75","1,768.75","53.52","61.54","43.75","2.58","2.40","2.78","311.25","132,168.75",71,39,32,0,0,0,"46.87","39.97","55.27","142.99","111.20","197.50","63.83","74.00","55.35","577.50","406.25","577.50","202.50","202.50","133.75",10,5,70,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1260,"CME_MINI:MES1!","15","2,030.00","1,341.25","688.75","57.14","66.67","42.11","2.30","2.61","1.95","395.00","130,375.00",49,30,19,0,0,0,"41.43","44.71","36.25","128.26","108.69","177.19","74.35","83.25","66.25","406.25","406.25","341.25","202.50","202.50","133.75",10,5,75,60,1,2,5,8,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1261,"CME_MINI:MES1!","15","-1,296.25","-335.00","-961.25","40.00","46.97","32.20","0.78","0.90","0.62","2,592.50","145,250.00",125,66,59,0,0,0,"-10.37","-5.08","-16.29","93.08","100.20","81.45","79.33","98.32","62.72","227.50","227.50","156.25","625.00","625.00","165.00",10,5,35,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1262,"CME_MINI:MES1!","15","-1,351.25","-383.75","-967.50","40.00","48.21","30.61","0.75","0.88","0.56","2,707.50","145,381.25",105,56,49,0,0,0,"-12.87","-6.85","-19.74","94.05","100.79","81.92","84.15","107.07","64.60","227.50","227.50","150.00","625.00","625.00","165.00",10,5,40,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1263,"CME_MINI:MES1!","15","-1,552.50","-652.50","-900.00","37.35","44.90","26.47","0.66","0.77","0.48","2,485.00","145,731.25",83,49,34,0,0,0,"-18.70","-13.32","-26.47","98.71","101.25","92.50","88.70","106.67","69.30","227.50","227.50","140.00","625.00","625.00","165.00",10,5,45,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1264,"CME_MINI:MES1!","15","-1,646.25","-935.00","-711.25","37.50","42.86","30.00","0.60","0.64","0.54","2,496.25","145,775.00",72,42,30,0,0,0,"-22.86","-22.26","-23.71","93.29","93.68","92.50","92.56","109.22","73.51","227.50","227.50","140.00","625.00","625.00","165.00",10,5,50,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1265,"CME_MINI:MES1!","15","-208.75","163.75","-372.50","38.78","41.38","35.00","0.90","1.15","0.63","1,045.00","157,545.00",49,29,20,0,0,0,"-4.26","5.65","-18.63","97.70","102.40","89.64","68.83","62.65","76.92","227.50","227.50","140.00","165.00","125.00","165.00",10,5,55,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1266,"CME_MINI:MES1!","15","81.25","550.00","-468.75","44.74","54.17","28.57","1.05","1.74","0.43","1,006.25","168,525.00",38,24,14,0,0,0,"2.14","22.92","-33.48","97.50","99.81","90.00","75.06","67.95","82.88","227.50","227.50","130.00","165.00","125.00","165.00",10,5,60,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1267,"CME_MINI:MES1!","15","211.25","515.00","-303.75","51.85","61.11","33.33","1.21","2.13","0.47","635.00","168,435.00",27,18,9,0,0,0,"7.82","28.61","-33.75","88.57","88.07","90.42","79.13","64.82","95.83","227.50","227.50","130.00","165.00","105.00","165.00",10,5,65,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1268,"CME_MINI:MES1!","15","571.25","475.00","96.25","60.00","66.67","40.00","2.09","2.29","1.62","506.25","107,780.00",20,15,5,0,0,0,"28.56","31.67","19.25","91.25","84.25","126.25","65.47","73.50","52.08","227.50","227.50","130.00","105.00","105.00","82.50",10,5,70,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1269,"CME_MINI:MES1!","15","585.00","537.50","47.50","75.00","80.00","50.00","3.20","3.93","1.58","267.50","92,522.50",12,10,2,0,0,0,"48.75","53.75","23.75","94.58","90.16","130.00","88.75","91.88","82.50","227.50","227.50","130.00","92.50","92.50","82.50",10,5,75,15,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1270,"CME_MINI:MES1!","15","-1,405.00","-712.50","-692.50","38.18","42.05","33.77","0.82","0.84","0.80","2,301.25","145,250.00",165,88,77,0,0,0,"-8.52","-8.10","-8.99","104.48","102.97","106.63","78.31","88.68","67.94","517.50","517.50","353.75","625.00","625.00","177.50",10,5,35,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1271,"CME_MINI:MES1!","15","-1,083.75","-681.25","-402.50","39.13","43.06","34.85","0.84","0.83","0.86","2,258.75","145,293.75",138,72,66,0,0,0,"-7.85","-9.46","-6.10","107.71","106.57","109.24","82.14","97.20","67.79","517.50","517.50","353.75","625.00","625.00","177.50",10,5,40,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1272,"CME_MINI:MES1!","15","-1,251.25","-917.50","-333.75","37.27","40.32","33.33","0.79","0.75","0.86","2,143.75","145,643.75",110,62,48,0,0,0,"-11.38","-14.80","-6.95","117.77","110.60","128.98","88.12","99.53","74.92","517.50","517.50","353.75","625.00","625.00","177.50",10,5,45,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1273,"CME_MINI:MES1!","15","-1,283.75","-962.50","-321.25","37.23","38.46","35.71","0.75","0.70","0.84","2,256.25","145,687.50",94,52,42,0,0,0,"-13.66","-18.51","-7.65","112.04","110.56","114.00","88.22","99.18","75.23","517.50","517.50","321.25","625.00","625.00","165.00",10,5,50,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1274,"CME_MINI:MES1!","15","530.00","362.50","167.50","40.63","40.54","40.74","1.20","1.25","1.14","948.75","157,545.00",64,37,27,0,0,0,"8.28","9.80","6.20","123.13","122.08","124.55","70.30","66.76","75.16","517.50","517.50","321.25","165.00","136.25","165.00",10,5,55,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1275,"CME_MINI:MES1!","15","946.25","1,046.25","-100.00","48.94","55.17","38.89","1.54","2.23","0.89","720.00","168,480.00",47,29,18,0,0,0,"20.13","36.08","-5.56","117.28","118.75","113.93","72.97","65.67","81.59","517.50","517.50","321.25","165.00","125.00","165.00",10,5,60,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1276,"CME_MINI:MES1!","15","541.25","461.25","80.00","54.84","60.00","45.45","1.50","1.90","1.14","613.75","168,480.00",31,20,11,0,0,0,"17.46","23.06","7.27","95.96","81.35","131.00","77.86","64.38","95.83","321.25","227.50","321.25","165.00","105.00","165.00",10,5,65,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1277,"CME_MINI:MES1!","15","633.75","475.00","158.75","61.90","66.67","50.00","2.21","2.29","2.02","506.25","107,780.00",21,15,6,0,0,0,"30.18","31.67","26.46","89.04","84.25","105.00","65.47","73.50","52.08","227.50","227.50","130.00","105.00","105.00","82.50",10,5,70,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1278,"CME_MINI:MES1!","15","585.00","537.50","47.50","75.00","80.00","50.00","3.20","3.93","1.58","267.50","92,522.50",12,10,2,0,0,0,"48.75","53.75","23.75","94.58","90.16","130.00","88.75","91.88","82.50","227.50","227.50","130.00","92.50","92.50","82.50",10,5,75,20,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1279,"CME_MINI:MES1!","15","-1,166.25","-478.75","-687.50","38.38","43.81","32.26","0.87","0.90","0.83","2,413.75","145,337.50",198,105,93,0,0,0,"-5.89","-4.56","-7.39","101.27","95.92","109.46","72.64","82.90","63.04","517.50","517.50","353.75","625.00","625.00","177.50",10,5,35,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1280,"CME_MINI:MES1!","15","-927.50","-465.00","-462.50","38.46","44.32","32.10","0.88","0.89","0.86","2,150.00","145,337.50",169,88,81,0,0,0,"-5.49","-5.28","-5.71","104.65","99.39","112.55","74.33","88.60","61.61","517.50","517.50","353.75","625.00","625.00","177.50",10,5,40,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1281,"CME_MINI:MES1!","15","-1,623.75","-1,107.50","-516.25","35.61","40.28","30.00","0.76","0.72","0.81","2,188.75","145,687.50",132,72,60,0,0,0,"-12.30","-15.38","-8.60","110.29","100.65","125.83","80.09","93.63","66.22","517.50","517.50","353.75","625.00","625.00","177.50",10,5,45,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1282,"CME_MINI:MES1!","15","-1,213.75","-828.75","-385.00","38.05","40.32","35.29","0.79","0.76","0.83","2,156.25","145,687.50",113,62,51,0,0,0,"-10.74","-13.37","-7.55","105.84","106.45","105.00","82.36","94.32","68.94","517.50","517.50","321.25","625.00","625.00","165.00",10,5,50,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1283,"CME_MINI:MES1!","15","646.25","462.50","183.75","42.31","43.18","41.18","1.21","1.28","1.13","853.75","157,545.00",78,44,34,0,0,0,"8.29","10.51","5.40","110.91","111.05","110.71","66.97","65.90","68.31","517.50","517.50","321.25","165.00","136.25","165.00",10,5,55,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1284,"CME_MINI:MES1!","15","1,116.25","1,186.25","-70.00","50.88","57.58","41.67","1.56","2.27","0.93","720.00","168,435.00",57,33,24,0,0,0,"19.58","35.95","-2.92","106.77","111.51","97.75","70.71","66.61","74.82","517.50","517.50","321.25","165.00","125.00","165.00",10,5,60,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1285,"CME_MINI:MES1!","15","391.25","397.50","-6.25","52.63","60.87","40.00","1.30","1.67","0.99","613.75","168,435.00",38,23,15,0,0,0,"10.30","17.28","-0.42","85.50","70.80","119.79","73.26","65.97","80.56","321.25","227.50","321.25","165.00","105.00","165.00",10,5,65,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1286,"CME_MINI:MES1!","15","446.25","380.00","66.25","53.85","61.11","37.50","1.62","1.81","1.27","506.25","107,822.50",26,18,8,0,0,0,"17.16","21.11","8.28","83.04","77.05","105.00","59.69","66.79","49.75","227.50","227.50","130.00","105.00","105.00","86.25",10,5,70,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1287,"CME_MINI:MES1!","15","585.00","537.50","47.50","75.00","80.00","50.00","3.20","3.93","1.58","267.50","92,650.00",12,10,2,0,0,0,"48.75","53.75","23.75","94.58","90.16","130.00","88.75","91.88","82.50","227.50","227.50","130.00","92.50","92.50","82.50",10,5,75,25,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1288,"CME_MINI:MES1!","15","-1,232.50","-725.00","-507.50","38.43","42.40","33.65","0.88","0.87","0.89","2,720.00","145,337.50",229,125,104,0,0,0,"-5.38","-5.80","-4.88","102.37","95.71","112.46","72.63","80.52","64.40","577.50","517.50","577.50","625.00","625.00","177.50",10,5,35,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1289,"CME_MINI:MES1!","15","-662.50","-565.00","-97.50","39.20","43.52","34.07","0.93","0.89","0.97","2,391.25","145,468.75",199,108,91,0,0,0,"-3.33","-5.23","-1.07","106.84","98.70","119.19","74.35","85.31","63.21","577.50","517.50","577.50","625.00","625.00","177.50",10,5,40,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1290,"CME_MINI:MES1!","15","-905.00","-857.50","-47.50","38.13","42.22","32.86","0.88","0.81","0.98","2,216.25","145,862.50",160,90,70,0,0,0,"-5.66","-9.53","-0.68","111.60","99.31","131.90","77.90","89.06","65.56","577.50","517.50","577.50","625.00","625.00","177.50",10,5,45,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1291,"CME_MINI:MES1!","15","-368.75","-565.00","196.25","41.01","42.31","39.34","0.94","0.86","1.08","2,061.25","145,950.00",139,78,61,0,0,0,"-2.65","-7.24","3.22","109.32","105.64","114.38","80.49","90.03","68.89","577.50","517.50","577.50","625.00","625.00","165.00",10,5,50,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1292,"CME_MINI:MES1!","15","1,445.00","578.75","866.25","44.68","43.40","46.34","1.43","1.30","1.59","850.00","157,725.00",94,53,41,0,0,0,"15.37","10.92","21.13","114.97","108.86","122.37","65.07","64.17","66.31","577.50","517.50","577.50","165.00","136.25","165.00",10,5,55,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1293,"CME_MINI:MES1!","15","1,947.50","1,377.50","570.00","52.86","56.10","48.28","1.86","2.21","1.51","716.25","168,660.00",70,41,29,0,0,0,"27.82","33.60","19.66","113.51","109.24","120.54","68.26","63.06","74.50","577.50","517.50","577.50","165.00","125.00","165.00",10,5,60,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1294,"CME_MINI:MES1!","15","1,336.25","666.25","670.00","56.25","59.38","50.00","1.88","1.84","1.93","613.75","168,660.00",48,32,16,0,0,0,"27.84","20.82","41.88","105.60","76.97","173.59","72.14","61.25","89.84","577.50","227.50","577.50","165.00","105.00","165.00",10,5,65,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1295,"CME_MINI:MES1!","15","1,177.50","441.25","736.25","54.55","56.52","50.00","2.36","1.72","3.96","423.75","107,907.50",33,23,10,0,0,0,"35.68","19.18","73.63","113.40","81.25","197.00","57.58","61.50","49.75","577.50","227.50","577.50","105.00","105.00","86.25",10,5,70,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1296,"CME_MINI:MES1!","15","841.25","638.75","202.50","72.22","71.43","75.00","3.25","3.19","3.45","267.50","92,692.50",18,14,4,0,0,0,"46.74","45.63","50.63","93.46","93.00","95.00","74.75","72.81","82.50","227.50","227.50","130.00","92.50","92.50","82.50",10,5,75,30,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1297,"CME_MINI:MES1!","15","-2,101.25","-1,068.75","-1,032.50","39.16","42.03","36.00","0.83","0.83","0.82","4,206.25","145,512.50",263,138,125,0,0,0,"-7.99","-7.74","-8.26","98.73","93.02","106.08","76.69","80.80","72.58","577.50","227.50","577.50","625.00","625.00","427.50",10,5,35,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1298,"CME_MINI:MES1!","15","-2,482.50","-1,125.00","-1,357.50","37.83","42.62","32.41","0.78","0.81","0.74","4,141.25","145,512.50",230,122,108,0,0,0,"-10.79","-9.22","-12.57","100.53","93.29","111.29","78.52","85.38","71.95","577.50","227.50","577.50","625.00","625.00","427.50",10,5,40,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1299,"CME_MINI:MES1!","15","-2,896.25","-1,592.50","-1,303.75","36.07","40.59","30.49","0.71","0.70","0.71","4,210.00","145,818.75",183,101,82,0,0,0,"-15.83","-15.77","-15.90","105.38","92.56","126.40","84.20","89.79","78.31","577.50","227.50","577.50","625.00","625.00","427.50",10,5,45,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1300,"CME_MINI:MES1!","15","-533.75","-783.75","250.00","39.75","40.91","38.36","0.93","0.84","1.08","2,916.25","145,818.75",161,88,73,0,0,0,"-3.32","-8.91","3.42","115.96","110.69","122.72","82.86","91.71","72.41","577.50","517.50","577.50","625.00","625.00","200.00",10,5,50,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1301,"CME_MINI:MES1!","15","1,370.00","323.75","1,046.25","42.48","41.94","43.14","1.30","1.12","1.55","1,162.50","157,590.00",113,62,51,0,0,0,"12.12","5.22","20.51","124.06","115.48","134.20","71.64","74.41","68.08","577.50","517.50","577.50","216.25","216.25","165.00",10,5,55,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1302,"CME_MINI:MES1!","15","1,988.75","1,282.50","706.25","50.00","53.19","45.71","1.68","1.83","1.51","1,038.75","168,660.00",82,47,35,0,0,0,"24.25","27.29","20.18","120.30","113.15","131.48","73.59","70.28","77.64","577.50","517.50","577.50","202.50","202.50","165.00",10,5,60,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1303,"CME_MINI:MES1!","15","1,388.75","582.50","806.25","53.57","57.14","47.62","1.66","1.52","1.81","843.75","168,660.00",56,35,21,0,0,0,"24.80","16.64","38.39","116.67","84.75","180.50","81.20","74.17","90.80","577.50","227.50","577.50","202.50","202.50","165.00",10,5,65,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1304,"CME_MINI:MES1!","15","1,216.25","125.00","1,091.25","52.63","52.00","53.85","1.98","1.13","4.52","495.00","107,950.00",38,25,13,0,0,0,"32.01","5.00","83.94","122.88","81.25","200.18","68.96","77.60","51.67","577.50","227.50","577.50","202.50","202.50","86.25",10,5,70,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1305,"CME_MINI:MES1!","15","866.25","322.50","543.75","66.67","62.50","80.00","2.26","1.53","7.59","460.00","92,777.50",21,16,5,0,0,0,"41.25","20.16","108.75","111.16","93.00","156.56","98.57","101.25","82.50","341.25","227.50","341.25","202.50","202.50","82.50",10,5,75,35,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1306,"CME_MINI:MES1!","15","-2,972.50","-1,535.00","-1,437.50","38.41","41.06","35.51","0.79","0.79","0.78","5,136.25","131,206.25",289,151,138,0,0,0,"-10.29","-10.17","-10.42","100.18","94.74","107.07","79.17","83.24","75.10","577.50","227.50","577.50","625.00","625.00","427.50",10,5,35,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1307,"CME_MINI:MES1!","15","-3,050.00","-1,117.50","-1,932.50","37.85","43.18","31.93","0.76","0.83","0.68","4,598.75","131,118.75",251,132,119,0,0,0,"-12.15","-8.47","-16.24","99.93","93.44","109.67","80.41","85.92","75.31","577.50","227.50","577.50","625.00","625.00","427.50",10,5,40,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
1308,"CME_MINI:MES1!","15","-2,903.75","-1,562.50","-1,341.25","37.13","41.07","32.22","0.73","0.73","0.72","4,387.50","145,775.00",202,112,90,0,0,0,"-14.38","-13.95","-14.90","103.82","93.51","120.17","84.17","88.84","79.12","577.50","227.50","577.50","625.00","625.00","427.50",10,5,45,40,1,2,5,9,0,14,0,15,50,"false",21,20,"false","false","false","Normal"
