Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
2360,"CME_MINI:MES1!","5","1,123.75","983.75","140.00","35.37","34.88","35.90","1.23","1.38","1.06","1,251.25","284,150.00",164,86,78,1,1,0,"6.85","11.44","1.79","102.63","118.08","86.07","45.55","45.69","45.40","637.50","637.50","420.00","368.75","180.00","368.75",10,5,40,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2361,"CME_MINI:MES1!","5","1,575.00","1,313.75","261.25","36.57","36.62","36.51","1.40","1.65","1.13","1,230.00","284,150.00",134,71,63,0,0,0,"11.75","18.50","4.15","113.49","128.80","96.20","46.90","45.22","48.78","637.50","637.50","420.00","368.75","180.00","368.75",10,5,45,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2362,"CME_MINI:MES1!","5","793.75","700.00","93.75","37.50","38.33","36.67","1.22","1.42","1.05","880.00","284,150.00",120,60,60,0,0,0,"6.61","11.67","1.56","96.83","102.28","91.14","47.52","44.66","50.30","420.00","338.75","420.00","368.75","180.00","368.75",10,5,50,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2363,"CME_MINI:MES1!","5","780.00","971.25","-191.25","37.50","43.18","31.82","1.28","1.88","0.89","813.75","284,150.00",88,44,44,0,0,0,"8.86","22.07","-4.35","108.79","109.34","108.04","51.09","44.25","56.79","420.00","338.75","420.00","368.75","165.00","368.75",10,5,55,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2364,"CME_MINI:MES1!","5","-41.25","142.50","-183.75","35.38","35.48","35.29","0.98","1.14","0.87","958.75","284,250.00",65,31,34,0,0,0,"-0.63","4.60","-5.40","100.98","103.30","98.85","56.28","49.69","62.27","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2365,"CME_MINI:MES1!","5","150.00","226.25","-76.25","37.84","38.89","36.84","1.10","1.40","0.92","768.75","284,250.00",37,18,19,0,0,0,"4.05","12.57","-4.01","122.59","113.75","131.43","68.10","51.82","83.02","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2366,"CME_MINI:MES1!","5","562.50","108.75","453.75","40.91","36.36","45.45","1.71","1.23","2.46","551.25","284,200.00",22,11,11,0,0,0,"25.57","9.89","41.25","150.42","147.19","153.00","60.87","68.57","51.88","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2367,"CME_MINI:MES1!","5","361.25","266.25","95.00","53.85","50.00","60.00","1.70","1.83","1.49","551.25","264,615.00",13,8,5,0,0,0,"27.79","33.28","19.00","125.54","147.19","96.67","86.25","80.63","97.50","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2368,"CME_MINI:MES1!","5","645.00","780.00","-135.00","33.01","34.26","31.68","1.10","1.24","0.96","1,333.75","284,300.00",209,108,101,1,1,0,"3.09","7.22","-1.34","99.62","108.24","89.65","44.49","45.42","43.53","637.50","637.50","420.00","368.75","180.00","368.75",10,5,35,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2369,"CME_MINI:MES1!","5","756.25","800.00","-43.75","34.62","35.42","33.72","1.14","1.27","0.98","1,281.25","284,350.00",182,96,86,1,1,0,"4.16","8.33","-0.51","100.12","109.78","88.79","46.65","47.30","45.94","637.50","637.50","420.00","368.75","180.00","368.75",10,5,40,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2370,"CME_MINI:MES1!","5","1,392.50","1,010.00","382.50","35.10","35.00","35.21","1.30","1.42","1.17","1,260.00","284,350.00",151,80,71,0,0,0,"9.22","12.63","5.39","114.20","122.81","104.55","47.55","46.71","48.51","637.50","637.50","420.00","368.75","180.00","368.75",10,5,45,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2371,"CME_MINI:MES1!","5","680.00","460.00","220.00","35.82","35.82","35.82","1.17","1.24","1.10","990.00","284,350.00",134,67,67,0,0,0,"5.07","6.87","3.28","99.53","98.80","100.26","47.65","44.45","50.84","420.00","338.75","420.00","368.75","180.00","368.75",10,5,50,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2372,"CME_MINI:MES1!","5","288.75","747.50","-458.75","34.02","40.43","28.00","1.09","1.57","0.77","852.50","284,400.00",97,47,50,0,0,0,"2.98","15.90","-9.18","109.47","107.96","111.52","51.93","46.56","56.11","420.00","338.75","420.00","368.75","165.00","368.75",10,5,55,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2373,"CME_MINI:MES1!","5","-256.25","38.75","-295.00","34.29","35.29","33.33","0.90","1.03","0.80","1,065.00","284,450.00",70,34,36,0,0,0,"-3.66","1.14","-8.19","98.44","98.02","98.85","56.93","51.70","61.72","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2374,"CME_MINI:MES1!","5","-68.75","82.50","-151.25","35.00","35.00","35.00","0.96","1.12","0.86","875.00","284,450.00",40,20,20,0,0,0,"-1.72","4.13","-7.56","122.59","113.75","131.43","68.65","54.90","82.40","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2375,"CME_MINI:MES1!","5","456.25","2.50","453.75","39.13","33.33","45.45","1.51","1.00","2.46","551.25","284,450.00",23,12,11,0,0,0,"19.84","0.21","41.25","150.42","147.19","153.00","64.11","73.28","51.88","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2376,"CME_MINI:MES1!","5","255.00","160.00","95.00","50.00","44.44","60.00","1.41","1.37","1.49","551.25","264,761.25",14,9,5,0,0,0,"18.21","17.78","19.00","125.54","147.19","96.67","89.11","85.75","97.50","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,30,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2377,"CME_MINI:MES1!","5","1,205.00","1,391.25","-186.25","33.63","35.29","31.78","1.17","1.35","0.94","1,297.50","284,450.00",226,119,107,1,1,0,"5.33","11.69","-1.74","108.42","126.58","85.99","47.21","51.64","42.60","1,210.00","1,210.00","420.00","368.75","236.25","368.75",10,5,35,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2378,"CME_MINI:MES1!","5","1,150.00","1,298.75","-148.75","34.33","35.51","32.98","1.18","1.37","0.95","1,247.50","284,450.00",201,107,94,1,1,0,"5.72","12.14","-1.58","107.79","126.51","84.84","48.00","51.60","44.11","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,40,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2379,"CME_MINI:MES1!","5","2,011.25","1,698.75","312.50","35.93","36.67","35.06","1.38","1.59","1.13","1,142.50","284,500.00",167,90,77,0,0,0,"12.04","18.88","4.06","120.69","138.86","98.47","48.88","50.59","46.93","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,45,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2380,"CME_MINI:MES1!","5","1,932.50","1,642.50","290.00","36.49","37.50","35.53","1.42","1.76","1.12","935.00","284,500.00",148,72,76,0,0,0,"13.06","22.81","3.82","121.32","141.02","101.62","49.14","48.11","50.08","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,50,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2381,"CME_MINI:MES1!","5","1,806.25","2,023.75","-217.50","37.27","42.86","31.48","1.50","2.32","0.90","816.25","284,550.00",110,56,54,0,0,0,"16.42","36.14","-4.03","132.23","148.23","109.63","53.16","49.48","56.25","1,210.00","1,210.00","420.00","368.75","165.00","368.75",10,5,55,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2382,"CME_MINI:MES1!","5","-123.75","12.50","-136.25","36.71","37.50","35.90","0.96","1.01","0.91","1,196.25","284,550.00",79,40,39,0,0,0,"-1.57","0.31","-3.49","96.08","92.00","100.45","58.20","54.70","61.70","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2383,"CME_MINI:MES1!","5","-50.00","12.50","-62.50","35.56","34.78","36.36","0.98","1.01","0.94","1,006.25","284,550.00",45,23,22,0,0,0,"-1.11","0.54","-2.84","123.28","112.81","133.75","69.74","59.33","80.89","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2384,"CME_MINI:MES1!","5","651.25","108.75","542.50","42.31","38.46","46.15","1.68","1.19","2.46","551.25","284,500.00",26,13,13,0,0,0,"25.05","8.37","41.73","146.36","139.00","152.50","63.92","73.28","53.21","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2385,"CME_MINI:MES1!","5","343.75","160.00","183.75","50.00","44.44","57.14","1.50","1.37","1.72","551.25","264,858.75",16,9,7,0,0,0,"21.48","17.78","26.25","128.59","147.19","110.00","85.63","85.75","85.42","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,35,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2386,"CME_MINI:MES1!","5","768.75","926.25","-157.50","33.07","33.08","33.06","1.10","1.21","0.95","1,383.75","284,500.00",251,130,121,1,0,1,"3.06","7.13","-1.30","104.65","126.60","81.06","47.13","51.93","41.98","1,210.00","1,210.00","420.00","368.75","236.25","368.75",10,5,35,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2387,"CME_MINI:MES1!","5","696.25","843.75","-147.50","33.33","33.05","33.65","1.10","1.21","0.95","1,247.50","284,450.00",222,118,104,1,1,0,"3.14","7.15","-1.42","105.90","126.54","82.89","48.24","51.79","44.18","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,40,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2388,"CME_MINI:MES1!","5","1,608.75","1,262.50","346.25","34.43","33.33","35.80","1.27","1.37","1.14","1,075.00","284,500.00",183,102,81,0,0,0,"8.79","12.38","4.27","119.46","138.42","97.24","49.31","50.64","47.57","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,45,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2389,"CME_MINI:MES1!","5","1,637.50","1,203.75","433.75","35.40","34.15","36.71","1.32","1.45","1.18","967.50","284,400.00",161,82,79,0,0,0,"10.17","14.68","5.49","118.33","138.30","99.05","49.11","49.42","48.78","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,50,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2390,"CME_MINI:MES1!","5","1,555.00","1,565.00","-10.00","36.59","38.10","35.00","1.38","1.80","1.00","848.75","284,350.00",123,63,60,0,0,0,"12.64","24.84","-0.17","124.36","146.56","98.99","52.48","51.38","53.56","1,210.00","1,210.00","420.00","368.75","165.00","368.75",10,5,55,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2391,"CME_MINI:MES1!","5","-360.00","-411.25","51.25","35.96","32.61","39.53","0.89","0.77","1.03","1,196.25","284,350.00",89,46,43,0,0,0,"-4.04","-8.94","1.19","90.98","89.33","92.43","57.39","56.49","58.46","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2392,"CME_MINI:MES1!","5","-23.75","-162.50","138.75","38.46","34.48","43.48","0.99","0.86","1.13","1,006.25","284,400.00",52,29,23,0,0,0,"-0.46","-5.60","6.03","110.88","104.00","117.75","70.04","63.29","79.90","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2393,"CME_MINI:MES1!","5","601.25","58.75","542.50","42.86","40.00","46.15","1.57","1.09","2.46","551.25","284,400.00",28,15,13,0,0,0,"21.47","3.92","41.73","137.92","123.33","152.50","65.86","75.69","53.21","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2394,"CME_MINI:MES1!","5","248.75","65.00","183.75","47.06","40.00","57.14","1.32","1.12","1.72","551.25","264,761.25",17,10,7,0,0,0,"14.63","6.50","26.25","128.59","147.19","110.00","86.67","87.29","85.42","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,40,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2395,"CME_MINI:MES1!","5","1,241.25","1,590.00","-348.75","32.71","32.84","32.59","1.15","1.35","0.91","1,270.00","284,400.00",269,134,135,1,0,1,"4.61","11.87","-2.58","110.27","139.80","80.74","46.75","50.68","42.87","1,210.00","1,210.00","420.00","368.75","236.25","368.75",10,5,35,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2396,"CME_MINI:MES1!","5","1,093.75","1,347.50","-253.75","34.02","33.33","34.75","1.14","1.31","0.93","1,135.00","284,450.00",244,126,118,1,1,0,"4.48","10.69","-2.15","107.56","134.40","80.06","48.66","51.16","45.93","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,40,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2397,"CME_MINI:MES1!","5","1,257.50","1,128.75","128.75","33.82","32.73","35.11","1.19","1.31","1.04","1,072.50","284,350.00",204,110,94,0,0,0,"6.16","10.26","1.37","114.24","132.95","93.83","49.07","49.43","48.65","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,45,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2398,"CME_MINI:MES1!","5","1,501.25","1,187.50","313.75","33.90","32.95","34.83","1.27","1.42","1.11","1,137.50","284,300.00",177,88,89,0,0,0,"8.48","13.49","3.53","118.25","139.31","98.55","47.81","48.35","47.26","1,210.00","1,210.00","420.00","368.75","180.00","368.75",10,5,50,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2399,"CME_MINI:MES1!","5","2,035.00","1,910.00","125.00","37.04","39.44","34.38","1.48","1.93","1.06","885.00","284,250.00",135,71,64,0,0,0,"15.07","26.90","1.95","124.88","141.92","103.18","50.10","49.14","51.07","1,210.00","1,210.00","420.00","368.75","165.00","368.75",10,5,55,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2400,"CME_MINI:MES1!","5","122.50","-97.50","220.00","37.00","34.62","39.58","1.04","0.95","1.14","1,196.25","284,250.00",100,52,48,0,0,0,"1.23","-1.88","4.58","95.34","96.18","94.54","54.05","53.79","54.35","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2401,"CME_MINI:MES1!","5","462.50","203.75","258.75","41.38","39.39","44.00","1.20","1.17","1.25","1,006.25","284,250.00",58,33,25,0,0,0,"7.97","6.17","10.35","114.32","110.10","119.32","67.10","61.38","75.27","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2402,"CME_MINI:MES1!","5","967.50","425.00","542.50","46.88","47.37","46.15","1.90","1.60","2.46","551.25","284,200.00",32,19,13,0,0,0,"30.23","22.37","41.73","136.42","125.69","152.50","63.46","70.63","53.21","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2403,"CME_MINI:MES1!","5","640.00","456.25","183.75","55.00","53.85","57.14","1.82","1.87","1.72","551.25","264,566.25",20,13,7,0,0,0,"32.00","35.10","26.25","129.09","140.00","110.00","86.67","87.29","85.42","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,45,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2404,"CME_MINI:MES1!","5","2,042.50","1,646.25","396.25","33.21","32.09","34.29","1.23","1.35","1.10","1,276.25","284,250.00",274,134,140,1,1,0,"7.45","12.29","2.83","118.23","148.63","90.99","47.63","52.14","43.17","1,210.00","1,210.00","442.50","368.75","236.25","368.75",10,5,35,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2405,"CME_MINI:MES1!","5","2,146.25","1,532.50","613.75","34.65","32.31","37.10","1.27","1.34","1.17","1,163.75","284,300.00",254,130,124,1,1,0,"8.45","11.79","4.95","116.08","142.53","91.93","48.61","50.61","46.35","1,210.00","1,210.00","442.50","368.75","177.50","368.75",10,5,40,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2406,"CME_MINI:MES1!","5","2,087.50","1,308.75","778.75","33.94","31.86","36.19","1.30","1.35","1.24","995.00","284,300.00",218,113,105,1,1,0,"9.58","11.58","7.42","122.23","140.49","104.93","48.32","48.69","47.89","1,210.00","1,210.00","442.50","368.75","165.00","368.75",10,5,45,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2407,"CME_MINI:MES1!","5","2,290.00","1,227.50","1,062.50","35.20","31.91","38.24","1.38","1.41","1.35","1,205.00","284,300.00",196,94,102,1,1,0,"11.68","13.06","10.42","120.45","140.75","104.84","47.41","46.80","48.04","1,210.00","1,210.00","442.50","368.75","165.00","368.75",10,5,50,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2408,"CME_MINI:MES1!","5","2,438.75","1,703.75","735.00","36.91","36.84","36.99","1.52","1.71","1.32","962.50","284,200.00",149,76,73,1,1,0,"16.37","22.42","10.07","130.27","146.96","112.96","50.82","51.30","50.33","1,210.00","1,210.00","442.50","368.75","198.75","368.75",10,5,55,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2409,"CME_MINI:MES1!","5","602.50","-338.75","941.25","36.61","29.31","44.44","1.16","0.84","1.58","801.25","284,100.00",112,58,54,1,1,0,"5.38","-5.84","17.43","106.16","104.49","107.34","52.82","51.59","54.50","442.50","338.75","442.50","368.75","198.75","368.75",10,5,60,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2410,"CME_MINI:MES1!","5","956.25","7.50","948.75","41.18","35.00","50.00","1.37","1.00","1.89","611.25","284,050.00",68,40,28,0,0,0,"14.06","0.19","33.88","125.89","107.95","143.84","64.22","57.84","76.07","442.50","338.75","442.50","368.75","198.75","368.75",10,5,65,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2411,"CME_MINI:MES1!","5","1,137.50","173.75","963.75","42.50","40.00","46.67","1.79","1.17","3.45","611.25","284,100.00",40,25,15,0,0,0,"28.44","6.95","64.25","151.10","121.13","193.93","62.23","69.17","49.22","442.50","338.75","442.50","198.75","198.75","187.50",10,5,70,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2412,"CME_MINI:MES1!","5","1,136.25","536.25","600.00","56.52","57.14","55.56","2.41","2.02","3.12","611.25","264,420.00",23,14,9,0,0,0,"49.40","38.30","66.67","149.42","132.50","176.50","80.63","87.29","70.63","442.50","338.75","442.50","187.50","165.00","187.50",10,5,75,50,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2413,"CME_MINI:MES1!","5","3,208.75","2,376.25","832.50","35.13","34.29","35.97","1.37","1.52","1.20","1,108.75","284,100.00",279,140,139,1,1,0,"11.50","16.97","5.99","121.63","144.79","99.40","48.13","49.71","46.49","1,210.00","1,210.00","442.50","368.75","236.25","368.75",10,5,35,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2414,"CME_MINI:MES1!","5","3,228.75","2,170.00","1,058.75","36.92","34.81","39.20","1.40","1.50","1.28","1,138.75","284,150.00",260,135,125,1,1,0,"12.42","16.07","8.47","118.63","138.94","99.16","49.76","49.55","50.00","1,210.00","1,210.00","442.50","368.75","177.50","368.75",10,5,40,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2415,"CME_MINI:MES1!","5","2,696.25","1,748.75","947.50","34.96","32.76","37.27","1.37","1.48","1.26","935.00","284,150.00",226,116,110,1,1,0,"11.93","15.08","8.61","126.22","141.94","111.65","49.49","46.73","52.61","1,210.00","1,210.00","442.50","368.75","160.00","368.75",10,5,45,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2416,"CME_MINI:MES1!","5","2,271.25","1,338.75","932.50","34.63","31.68","37.50","1.35","1.42","1.29","1,290.00","284,200.00",205,101,104,1,1,0,"11.08","13.25","8.97","122.85","142.46","106.76","48.14","46.67","49.71","1,210.00","1,210.00","442.50","368.75","165.00","368.75",10,5,50,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2417,"CME_MINI:MES1!","5","2,156.25","1,521.25","635.00","35.85","35.37","36.36","1.41","1.56","1.25","955.00","284,150.00",159,82,77,1,1,0,"13.56","18.55","8.25","130.22","145.52","114.38","52.14","51.90","52.40","1,210.00","1,210.00","442.50","368.75","198.75","368.75",10,5,55,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2418,"CME_MINI:MES1!","5","427.50","-496.25","923.75","36.13","28.57","44.64","1.10","0.79","1.51","801.25","284,200.00",119,63,56,1,1,0,"3.59","-7.88","16.50","106.69","103.26","109.15","54.74","52.33","58.23","442.50","338.75","442.50","368.75","198.75","368.75",10,5,60,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2419,"CME_MINI:MES1!","5","846.25","-177.50","1,023.75","39.44","32.56","50.00","1.31","0.89","1.96","611.25","284,100.00",71,43,28,0,0,0,"11.92","-4.13","36.56","128.57","107.95","149.20","64.04","58.23","76.07","442.50","338.75","442.50","368.75","198.75","368.75",10,5,65,55,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
